complexity_metric,llm_outcome,n,pearson_r,spearman_rho,abs_pearson_r,abs_spearman_rho
halstead_volume,rasch_difficulty_all_models_pooled,55,0.6385716007723091,0.5930619717098169,0.6385716007723091,0.5930619717098169
log1p_ast_node_count,rasch_difficulty_all_models_pooled,55,0.6298860038937553,0.6225544320474469,0.6298860038937553,0.6225544320474469
cyclomatic_complexity,rasch_difficulty_all_models_pooled,55,0.6284432443266262,0.6334850722901968,0.6284432443266262,0.6334850722901968
halstead_effort,rasch_difficulty_all_models_pooled,55,0.627279848874234,0.6236373865274086,0.627279848874234,0.6236373865274086
nonblank_lines,rasch_difficulty_all_models_pooled,55,0.6196557802855367,0.5838869780415272,0.6196557802855367,0.5838869780415272
branch_node_count,rasch_difficulty_all_models_pooled,55,0.6176629442945365,0.5928899836737183,0.6176629442945365,0.5928899836737183
complexity_pc1_score,rasch_difficulty_all_models_pooled,55,0.5732579031787333,0.5692628028969648,0.5732579031787333,0.5692628028969648
gzip_bytes,rasch_difficulty_all_models_pooled,55,0.5683498701728507,0.5498259077764572,0.5683498701728507,0.5498259077764572
max_nesting_depth,rasch_difficulty_all_models_pooled,55,0.5460828813406211,0.5565398381309344,0.5460828813406211,0.5565398381309344
call_count_static,rasch_difficulty_all_models_pooled,55,0.5435772920308186,0.521319054497812,0.5435772920308186,0.521319054497812
log1p_python_call_count_dynamic,rasch_difficulty_all_models_pooled,55,0.3640471039409666,0.33358248142580116,0.3640471039409666,0.33358248142580116
output_cells_total,rasch_difficulty_all_models_pooled,55,0.352332607558751,0.4229533130232005,0.352332607558751,0.4229533130232005
input_cells_total,rasch_difficulty_all_models_pooled,55,0.3421248180365262,0.3944137633675624,0.3421248180365262,0.3944137633675624
log1p_peak_memory_bytes,rasch_difficulty_all_models_pooled,55,0.3347351541800535,0.5360263690984888,0.3347351541800535,0.5360263690984888
peak_memory_bytes,rasch_difficulty_all_models_pooled,55,0.33123335387952896,0.5360263690984888,0.33123335387952896,0.5360263690984888
log1p_elapsed_ms_per_test,rasch_difficulty_all_models_pooled,55,0.32576804489696976,0.3542705088782119,0.32576804489696976,0.3542705088782119
function_count,rasch_difficulty_all_models_pooled,55,0.28397569543893175,0.23816426863756202,0.28397569543893175,0.23816426863756202
log1p_elapsed_ms_total,rasch_difficulty_all_models_pooled,55,0.2463313429656605,0.25095665148984403,0.2463313429656605,0.25095665148984403
python_call_count_dynamic,rasch_difficulty_all_models_pooled,55,0.17152308132030486,0.33358248142580116,0.17152308132030486,0.33358248142580116
elapsed_ms_per_test,rasch_difficulty_all_models_pooled,55,0.12680941210233249,0.3542705088782119,0.12680941210233249,0.3542705088782119
opcode_count_dynamic,rasch_difficulty_all_models_pooled,55,0.11404186717174632,0.1931664652689792,0.11404186717174632,0.1931664652689792
opcode_per_input_cell,rasch_difficulty_all_models_pooled,55,0.10973245229456867,0.03021497503833594,0.10973245229456867,0.03021497503833594
branch_opcode_count_dynamic,rasch_difficulty_all_models_pooled,55,0.101446548484571,0.1854566594738973,0.101446548484571,0.1854566594738973
elapsed_ms_per_input_cell,rasch_difficulty_all_models_pooled,55,0.09413319485981153,0.019637574569976283,0.09413319485981153,0.019637574569976283
elapsed_ms_total,rasch_difficulty_all_models_pooled,55,0.09380711151807716,0.25095665148984403,0.09380711151807716,0.25095665148984403
log1p_branch_opcode_count_dynamic,rasch_difficulty_all_models_pooled,55,0.06935090143579012,0.1854566594738973,0.06935090143579012,0.1854566594738973
log1p_opcode_count_dynamic,rasch_difficulty_all_models_pooled,55,0.05276667760116227,0.1931664652689792,0.05276667760116227,0.1931664652689792
input_cells_total,rasch_infit,55,0.46859255099903635,0.38238480489735827,0.46859255099903635,0.38238480489735827
output_cells_total,rasch_infit,55,0.3670039725825435,0.19935396958537963,0.3670039725825435,0.19935396958537963
log1p_peak_memory_bytes,rasch_infit,55,0.3444118311980993,0.4361786564687208,0.3444118311980993,0.4361786564687208
peak_memory_bytes,rasch_infit,55,0.3210657714398624,0.4361786564687208,0.3210657714398624,0.4361786564687208
log1p_elapsed_ms_per_test,rasch_infit,55,0.28843554481196887,0.3390576520672488,0.28843554481196887,0.3390576520672488
function_count,rasch_infit,55,0.275861166061508,0.2754933545033622,0.275861166061508,0.2754933545033622
complexity_pc1_score,rasch_infit,55,0.25909146112524517,0.34918916974492525,0.25909146112524517,0.34918916974492525
log1p_elapsed_ms_total,rasch_infit,55,0.25349296345952393,0.28108088606681586,0.25349296345952393,0.28108088606681586
gzip_bytes,rasch_infit,55,0.22989208697791758,0.3550464508560002,0.22989208697791758,0.3550464508560002
log1p_ast_node_count,rasch_infit,55,0.2260834205941732,0.3382639440075042,0.2260834205941732,0.3382639440075042
nonblank_lines,rasch_infit,55,0.2002058313907843,0.3445190192483876,0.2002058313907843,0.3445190192483876
elapsed_ms_per_test,rasch_infit,55,0.19345623938378637,0.3390576520672488,0.19345623938378637,0.3390576520672488
python_call_count_dynamic,rasch_infit,55,0.18404160067238456,0.11825367110108277,0.18404160067238456,0.11825367110108277
halstead_volume,rasch_infit,55,0.1809555097430084,0.32325564615051594,0.1809555097430084,0.32325564615051594
log1p_cyclomatic_complexity,rasch_infit,55,0.18051546434514024,0.27140131280164465,0.18051546434514024,0.27140131280164465
ast_node_count,rasch_infit,55,0.18003228877659272,0.3382639440075042,0.18003228877659272,0.3382639440075042
call_count_static,rasch_infit,55,0.17556236108467016,0.30583887108363106,0.17556236108467016,0.30583887108363106
opcode_count_dynamic,rasch_infit,55,0.1747383536367863,0.2441417877189872,0.1747383536367863,0.2441417877189872
token_count,rasch_infit,55,0.172555775086361,0.3159679630564976,0.172555775086361,0.3159679630564976
opcode_per_input_cell,rasch_infit,55,0.17095299290796612,0.059312708587263924,0.17095299290796612,0.059312708587263924
elapsed_ms_per_input_cell,rasch_infit,55,0.1641211600878756,0.04210260480554153,0.1641211600878756,0.04210260480554153
log1p_opcode_count_dynamic,rasch_infit,55,0.16331559007958676,0.2441417877189872,0.16331559007958676,0.2441417877189872
elapsed_ms_total,rasch_infit,55,0.1621618356511512,0.28108088606681586,0.1621618356511512,0.28108088606681586
log1p_branch_opcode_count_dynamic,rasch_infit,55,0.15706342276779311,0.26143437592012025,0.15706342276779311,0.26143437592012025
branch_opcode_count_dynamic,rasch_infit,55,0.13220951232194228,0.26143437592012025,0.13220951232194228,0.26143437592012025
max_nesting_depth,rasch_infit,55,0.11787052315415494,0.20176335272492754,0.11787052315415494,0.20176335272492754
branch_node_count,rasch_infit,55,0.11201112464021021,0.2664513563069844,0.11201112464021021,0.2664513563069844
cyclomatic_complexity,rasch_infit,55,0.10037972748010882,0.27140131280164465,0.10037972748010882,0.27140131280164465
log1p_python_call_count_dynamic,rasch_infit,55,0.09133365569952409,0.11825367110108277,0.09133365569952409,0.11825367110108277
halstead_effort,rasch_infit,55,0.09006064208311057,0.29338336099285667,0.09006064208311057,0.29338336099285667
elapsed_ms_total,rasch_outfit,55,0.5872859697599937,0.3064795439786421,0.5872859697599937,0.3064795439786421
opcode_count_dynamic,rasch_outfit,55,0.5650593326065615,0.2745557861004127,0.5650593326065615,0.2745557861004127
elapsed_ms_per_test,rasch_outfit,55,0.5255266481425559,0.3434591240349232,0.5255266481425559,0.3434591240349232
elapsed_ms_per_input_cell,rasch_outfit,55,0.49991649955343304,0.09196190201313227,0.49991649955343304,0.09196190201313227
branch_opcode_count_dynamic,rasch_outfit,55,0.4866472015896187,0.30058638390815756,0.4866472015896187,0.30058638390815756
opcode_per_input_cell,rasch_outfit,55,0.47686566771672867,0.11159015064501661,0.47686566771672867,0.11159015064501661
log1p_elapsed_ms_per_test,rasch_outfit,55,0.4737675144611268,0.3434591240349232,0.4737675144611268,0.3434591240349232
log1p_elapsed_ms_total,rasch_outfit,55,0.44681511319536615,0.3064795439786421,0.44681511319536615,0.3064795439786421
output_cells_total,rasch_outfit,55,0.3942239964729841,0.20296316610181628,0.3942239964729841,0.20296316610181628
input_cells_total,rasch_outfit,55,0.3921445289766761,0.33543254864031863,0.3921445289766761,0.33543254864031863
python_call_count_dynamic,rasch_outfit,55,0.36283845341848997,0.17622975266963958,0.36283845341848997,0.17622975266963958
function_count,rasch_outfit,55,0.3594374533059379,0.3175740723417499,0.3594374533059379,0.3175740723417499
log1p_opcode_count_dynamic,rasch_outfit,55,0.34042108818158767,0.2745557861004127,0.34042108818158767,0.2745557861004127
log1p_branch_opcode_count_dynamic,rasch_outfit,55,0.32774962502800636,0.30058638390815756,0.32774962502800636,0.30058638390815756
complexity_pc1_score,rasch_outfit,55,0.2724595160229865,0.3286252864145598,0.2724595160229865,0.3286252864145598
log1p_peak_memory_bytes,rasch_outfit,55,0.2343791126079654,0.36626019193303994,0.2343791126079654,0.36626019193303994
log1p_python_call_count_dynamic,rasch_outfit,55,0.21769296385684467,0.17622975266963958,0.21769296385684467,0.17622975266963958
peak_memory_bytes,rasch_outfit,55,0.1923349716132089,0.36626019193303994,0.1923349716132089,0.36626019193303994
max_nesting_depth,rasch_outfit,55,0.16156944689415328,0.12101360297331494,0.16156944689415328,0.12101360297331494
gzip_bytes,rasch_outfit,55,0.12477853902515597,0.2967078560958993,0.12477853902515597,0.2967078560958993
log1p_ast_node_count,rasch_outfit,55,0.11991542986427375,0.2821271376001155,0.11991542986427375,0.2821271376001155
nonblank_lines,rasch_outfit,55,0.11373331711584073,0.32362705107234907,0.11373331711584073,0.32362705107234907
branch_node_count,rasch_outfit,55,0.10671071544622968,0.23928419205468257,0.10671071544622968,0.23928419205468257
log1p_cyclomatic_complexity,rasch_outfit,55,0.10477115416590067,0.2235260778974301,0.10477115416590067,0.2235260778974301
token_count,rasch_outfit,55,0.09008610288293543,0.2770762681290137,0.09008610288293543,0.2770762681290137
halstead_volume,rasch_outfit,55,0.08425538886258921,0.28053972148062634,0.08425538886258921,0.28053972148062634
ast_node_count,rasch_outfit,55,0.08137618362470937,0.2821271376001155,0.08137618362470937,0.2821271376001155
halstead_effort,rasch_outfit,55,0.05586014728517426,0.2492964860379537,0.05586014728517426,0.2492964860379537
cyclomatic_complexity,rasch_outfit,55,0.039654063203684704,0.2235260778974301,0.039654063203684704,0.2235260778974301
call_count_static,rasch_outfit,55,0.02143380844124677,0.26349611560636943,0.02143380844124677,0.26349611560636943
elapsed_ms_total,rasch_rmsea_x2,55,0.6045996944937311,0.40881249871564135,0.6045996944937311,0.40881249871564135
opcode_count_dynamic,rasch_rmsea_x2,55,0.5729836552267786,0.40870221047342237,0.5729836552267786,0.40870221047342237
branch_opcode_count_dynamic,rasch_rmsea_x2,55,0.5577124838346972,0.43219510760980684,0.5577124838346972,0.43219510760980684
elapsed_ms_per_test,rasch_rmsea_x2,55,0.517232087690107,0.4317563574721674,0.517232087690107,0.4317563574721674
log1p_elapsed_ms_per_test,rasch_rmsea_x2,55,0.5022822642747514,0.4317563574721674,0.5022822642747514,0.4317563574721674
elapsed_ms_per_input_cell,rasch_rmsea_x2,55,0.48852481744947757,0.3012705145953085,0.48852481744947757,0.3012705145953085
log1p_elapsed_ms_total,rasch_rmsea_x2,55,0.48689146453028503,0.40881249871564135,0.48689146453028503,0.40881249871564135
opcode_per_input_cell,rasch_rmsea_x2,55,0.46087813616715767,0.317042782818666,0.46087813616715767,0.317042782818666
output_cells_total,rasch_rmsea_x2,55,0.44148116865734127,0.31910513041814936,0.44148116865734127,0.31910513041814936
input_cells_total,rasch_rmsea_x2,55,0.43953220066768633,0.3320289835827205,0.43953220066768633,0.3320289835827205
log1p_branch_opcode_count_dynamic,rasch_rmsea_x2,55,0.3895743858918875,0.43219510760980684,0.3895743858918875,0.43219510760980684
log1p_opcode_count_dynamic,rasch_rmsea_x2,55,0.38821364093059213,0.40870221047342237,0.38821364093059213,0.40870221047342237
function_count,rasch_rmsea_x2,55,0.339908680807939,0.34757796771755806,0.339908680807939,0.34757796771755806
python_call_count_dynamic,rasch_rmsea_x2,55,0.3282874944330768,0.15089361606247714,0.3282874944330768,0.15089361606247714
complexity_pc1_score,rasch_rmsea_x2,55,0.2462812372364886,0.27455655715491084,0.2462812372364886,0.27455655715491084
log1p_peak_memory_bytes,rasch_rmsea_x2,55,0.19535807355067203,0.2409105169435244,0.19535807355067203,0.2409105169435244
log1p_python_call_count_dynamic,rasch_rmsea_x2,55,0.1712204486397628,0.15089361606247714,0.1712204486397628,0.15089361606247714
max_nesting_depth,rasch_rmsea_x2,55,0.1483339057898766,0.12950302122061683,0.1483339057898766,0.12950302122061683
peak_memory_bytes,rasch_rmsea_x2,55,0.1422269697685336,0.2409105169435244,0.1422269697685336,0.2409105169435244
branch_node_count,rasch_rmsea_x2,55,0.1089476184341789,0.1673048580562093,0.1089476184341789,0.1673048580562093
log1p_cyclomatic_complexity,rasch_rmsea_x2,55,0.08189597520992503,0.1270523136425209,0.08189597520992503,0.1270523136425209
nonblank_lines,rasch_rmsea_x2,55,0.08056150799720213,0.14568511331736117,0.08056150799720213,0.14568511331736117
log1p_ast_node_count,rasch_rmsea_x2,55,0.06895296471311022,0.11524876744624282,0.06895296471311022,0.11524876744624282
gzip_bytes,rasch_rmsea_x2,55,0.06420368481296676,0.10977951989972738,0.06420368481296676,0.10977951989972738
token_count,rasch_rmsea_x2,55,0.05061904300543783,0.11089531732320965,0.05061904300543783,0.11089531732320965
halstead_effort,rasch_rmsea_x2,55,0.0405740916972136,0.145840579121611,0.0405740916972136,0.145840579121611
ast_node_count,rasch_rmsea_x2,55,0.039657055367324875,0.11524876744624282,0.039657055367324875,0.11524876744624282
halstead_volume,rasch_rmsea_x2,55,0.038948026649417475,0.10230607789127937,0.038948026649417475,0.10230607789127937
call_count_static,rasch_rmsea_x2,55,-0.03577361043021144,-0.005768606619584263,0.03577361043021144,0.005768606619584263
cyclomatic_complexity,rasch_rmsea_x2,55,0.03020013826924403,0.1270523136425209,0.03020013826924403,0.1270523136425209
halstead_effort,response_sd_all,56,-0.24073903800421623,-0.26955857520394166,0.24073903800421623,0.26955857520394166
ast_node_count,response_sd_all,56,-0.2178789753844806,-0.27390767500079116,0.2178789753844806,0.27390767500079116
halstead_volume,response_sd_all,56,-0.2113638511131481,-0.2563400514119425,0.2113638511131481,0.2563400514119425
token_count,response_sd_all,56,-0.20887025297553832,-0.2524361350588651,0.20887025297553832,0.2524361350588651
call_count_static,response_sd_all,56,-0.19329971381915054,-0.22718725356244968,0.19329971381915054,0.22718725356244968
cyclomatic_complexity,response_sd_all,56,-0.19299473783678223,-0.2183823003635558,0.19299473783678223,0.2183823003635558
branch_node_count,response_sd_all,56,-0.18933966716605452,-0.2300953718314359,0.18933966716605452,0.2300953718314359
nonblank_lines,response_sd_all,56,-0.16794952818422906,-0.1936845898136929,0.16794952818422906,0.1936845898136929
function_count,response_sd_all,56,-0.15580170861471293,-0.11147366597674671,0.15580170861471293,0.11147366597674671
log1p_ast_node_count,response_sd_all,56,-0.14326254768168067,-0.27390767500079116,0.14326254768168067,0.27390767500079116
output_cells_total,response_sd_all,56,-0.13790626377609874,-0.10656423769265068,0.13790626377609874,0.10656423769265068
gzip_bytes,response_sd_all,56,-0.10998420300304813,-0.16055986512645049,0.10998420300304813,0.16055986512645049
log1p_python_call_count_dynamic,response_sd_all,56,-0.09479652848834,-0.09937884362677919,0.09479652848834,0.09937884362677919
log1p_peak_memory_bytes,response_sd_all,56,0.07929464815167904,-0.10391608924047019,0.07929464815167904,0.10391608924047019
elapsed_ms_total,response_sd_all,56,-0.07406417421180116,-0.08699911837713445,0.07406417421180116,0.08699911837713445
opcode_count_dynamic,response_sd_all,56,-0.07090549181238064,-0.0817610489472967,0.07090549181238064,0.0817610489472967
input_cells_total,response_sd_all,56,-0.06774278096398834,-0.08916685606908976,0.06774278096398834,0.08916685606908976
branch_opcode_count_dynamic,response_sd_all,56,-0.0627494695533889,-0.05315000946773597,0.0627494695533889,0.05315000946773597
complexity_pc1_score,response_sd_all,56,-0.05688442946878658,-0.24369952595565214,0.05688442946878658,0.24369952595565214
max_nesting_depth,response_sd_all,56,-0.05529725406605561,-0.30353929738638225,0.05529725406605561,0.30353929738638225
log1p_branch_opcode_count_dynamic,response_sd_all,56,0.053131535546176535,-0.05315000946773597,0.053131535546176535,0.05315000946773597
peak_memory_bytes,response_sd_all,56,0.05000971799969745,-0.10391608924047019,0.05000971799969745,0.10391608924047019
elapsed_ms_per_test,response_sd_all,56,-0.047589299606388274,-0.1340515838958051,0.047589299606388274,0.1340515838958051
log1p_opcode_count_dynamic,response_sd_all,56,-0.027662752994788136,-0.0817610489472967,0.027662752994788136,0.0817610489472967
python_call_count_dynamic,response_sd_all,56,-0.020678672549932414,-0.09937884362677919,0.020678672549932414,0.09937884362677919
opcode_per_input_cell,response_sd_all,56,-0.015681514599950746,-0.09854132705585182,0.015681514599950746,0.09854132705585182
elapsed_ms_per_input_cell,response_sd_all,56,-0.013038735644606015,-0.12233983483657265,0.013038735644606015,0.12233983483657265
log1p_cyclomatic_complexity,response_sd_all,56,0.012496448826630754,-0.2183823003635558,0.012496448826630754,0.2183823003635558
log1p_elapsed_ms_per_test,response_sd_all,56,-0.009832681492280894,-0.1340515838958051,0.009832681492280894,0.1340515838958051
log1p_elapsed_ms_total,response_sd_all,56,-0.004898201187088507,-0.08699911837713445,0.004898201187088507,0.08699911837713445
halstead_effort,thinking_advantage,56,-0.5237223368657821,-0.4911783221370357,0.5237223368657821,0.4911783221370357
ast_node_count,thinking_advantage,56,-0.5186918264384142,-0.4891951447834716,0.5186918264384142,0.4891951447834716
token_count,thinking_advantage,56,-0.5037172632599418,-0.4546605046610625,0.5037172632599418,0.4546605046610625
halstead_volume,thinking_advantage,56,-0.5018239792217604,-0.45011287383306214,0.5018239792217604,0.45011287383306214
branch_node_count,thinking_advantage,56,-0.4717352862389679,-0.41347568695661086,0.4717352862389679,0.41347568695661086
log1p_ast_node_count,thinking_advantage,56,-0.47059182814486716,-0.4891951447834716,0.47059182814486716,0.4891951447834716
cyclomatic_complexity,thinking_advantage,56,-0.4626750249730926,-0.4232506616438223,0.4626750249730926,0.4232506616438223
nonblank_lines,thinking_advantage,56,-0.4583569109356178,-0.40620352549266814,0.4583569109356178,0.40620352549266814
call_count_static,thinking_advantage,56,-0.41585156863364375,-0.3916003860419204,0.41585156863364375,0.3916003860419204
output_cells_total,thinking_advantage,56,-0.4015655797252131,-0.3505054133613399,0.4015655797252131,0.3505054133613399
gzip_bytes,thinking_advantage,56,-0.3923062060895828,-0.3687405184980254,0.3923062060895828,0.3687405184980254
max_nesting_depth,thinking_advantage,56,-0.3875464336199472,-0.4372426269910529,0.3875464336199472,0.4372426269910529
complexity_pc1_score,thinking_advantage,56,-0.3752847253044497,-0.4301369787498564,0.3752847253044497,0.4301369787498564
input_cells_total,thinking_advantage,56,-0.3685796825047288,-0.3179361784360573,0.3685796825047288,0.3179361784360573
log1p_cyclomatic_complexity,thinking_advantage,56,-0.35368708821152917,-0.4232506616438223,0.35368708821152917,0.4232506616438223
log1p_elapsed_ms_per_test,thinking_advantage,56,-0.2682232125123069,-0.31176915706547104,0.2682232125123069,0.31176915706547104
log1p_python_call_count_dynamic,thinking_advantage,56,-0.26591783501864774,-0.2624273084059901,0.26591783501864774,0.2624273084059901
function_count,thinking_advantage,56,-0.2577241004773632,-0.2644442135602814,0.2577241004773632,0.2644442135602814
peak_memory_bytes,thinking_advantage,56,-0.20638653214682642,-0.39858445535338843,0.20638653214682642,0.39858445535338843
python_call_count_dynamic,thinking_advantage,56,-0.1915749764166848,-0.2624273084059901,0.1915749764166848,0.2624273084059901
elapsed_ms_per_test,thinking_advantage,56,-0.1873735524756945,-0.31176915706547104,0.1873735524756945,0.31176915706547104
log1p_peak_memory_bytes,thinking_advantage,56,-0.18422795704979425,-0.39858445535338843,0.18422795704979425,0.39858445535338843
opcode_count_dynamic,thinking_advantage,56,-0.18371456334748748,-0.143218625902168,0.18371456334748748,0.143218625902168
log1p_elapsed_ms_total,thinking_advantage,56,-0.18157496211599544,-0.18200781125899346,0.18157496211599544,0.18200781125899346
elapsed_ms_total,thinking_advantage,56,-0.17229101946301914,-0.18200781125899346,0.17229101946301914,0.18200781125899346
opcode_per_input_cell,thinking_advantage,56,-0.1520845685078359,-0.03947616177725986,0.1520845685078359,0.03947616177725986
elapsed_ms_per_input_cell,thinking_advantage,56,-0.14271506411060986,-0.03532107252123619,0.14271506411060986,0.03532107252123619
branch_opcode_count_dynamic,thinking_advantage,56,-0.12297214055960361,-0.12324058096295164,0.12297214055960361,0.12324058096295164
log1p_opcode_count_dynamic,thinking_advantage,56,-0.011528623472588562,-0.143218625902168,0.011528623472588562,0.143218625902168
log1p_branch_opcode_count_dynamic,thinking_advantage,56,0.003943072876407584,-0.12324058096295164,0.003943072876407584,0.12324058096295164
halstead_effort,thinking_logit_advantage,56,-0.5449181653702061,-0.4974697813276528,0.5449181653702061,0.4974697813276528
ast_node_count,thinking_logit_advantage,56,-0.5429507642560772,-0.48953707191339646,0.5429507642560772,0.48953707191339646
token_count,thinking_logit_advantage,56,-0.534219033763212,-0.466627954208432,0.534219033763212,0.466627954208432
halstead_volume,thinking_logit_advantage,56,-0.5296660767654741,-0.4556520933378446,0.5296660767654741,0.4556520933378446
log1p_ast_node_count,thinking_logit_advantage,56,-0.5002412713955976,-0.48953707191339646,0.5002412713955976,0.48953707191339646
branch_node_count,thinking_logit_advantage,56,-0.4993732910039315,-0.4307309445724204,0.4993732910039315,0.4307309445724204
nonblank_lines,thinking_logit_advantage,56,-0.49518906505496646,-0.42969753307083475,0.49518906505496646,0.42969753307083475
cyclomatic_complexity,thinking_logit_advantage,56,-0.4820074221396495,-0.43751926796626656,0.4820074221396495,0.43751926796626656
call_count_static,thinking_logit_advantage,56,-0.4611321815402468,-0.4017962634645312,0.4611321815402468,0.4017962634645312
gzip_bytes,thinking_logit_advantage,56,-0.42065033703180216,-0.3866919996007204,0.42065033703180216,0.3866919996007204
complexity_pc1_score,thinking_logit_advantage,56,-0.41033052658647945,-0.4444976727939693,0.41033052658647945,0.4444976727939693
output_cells_total,thinking_logit_advantage,56,-0.40702054098793156,-0.3721586536539011,0.40702054098793156,0.3721586536539011
max_nesting_depth,thinking_logit_advantage,56,-0.39734475414794923,-0.44162083249222495,0.39734475414794923,0.44162083249222495
log1p_cyclomatic_complexity,thinking_logit_advantage,56,-0.3940030982571997,-0.43751926796626656,0.3940030982571997,0.43751926796626656
input_cells_total,thinking_logit_advantage,56,-0.3664039153267464,-0.3293258559595049,0.3664039153267464,0.3293258559595049
log1p_python_call_count_dynamic,thinking_logit_advantage,56,-0.33244502950308286,-0.31479831688983934,0.33244502950308286,0.31479831688983934
function_count,thinking_logit_advantage,56,-0.33021515544265645,-0.3081149743297552,0.33021515544265645,0.3081149743297552
log1p_elapsed_ms_per_test,thinking_logit_advantage,56,-0.2778792756176578,-0.32305275235299086,0.2778792756176578,0.32305275235299086
python_call_count_dynamic,thinking_logit_advantage,56,-0.20910202023876281,-0.31479831688983934,0.20910202023876281,0.31479831688983934
peak_memory_bytes,thinking_logit_advantage,56,-0.20037357210480766,-0.43352940803170725,0.20037357210480766,0.43352940803170725
elapsed_ms_per_test,thinking_logit_advantage,56,-0.18970374220829142,-0.32305275235299086,0.18970374220829142,0.32305275235299086
log1p_peak_memory_bytes,thinking_logit_advantage,56,-0.1827601573813445,-0.43352940803170725,0.1827601573813445,0.43352940803170725
opcode_count_dynamic,thinking_logit_advantage,56,-0.18268959507376828,-0.13634577313713617,0.18268959507376828,0.13634577313713617
log1p_elapsed_ms_total,thinking_logit_advantage,56,-0.18100979203267226,-0.18036656103535423,0.18100979203267226,0.18036656103535423
elapsed_ms_total,thinking_logit_advantage,56,-0.1708681983766201,-0.18036656103535423,0.1708681983766201,0.18036656103535423
opcode_per_input_cell,thinking_logit_advantage,56,-0.15913080053984582,-0.019199536455549077,0.15913080053984582,0.019199536455549077
elapsed_ms_per_input_cell,thinking_logit_advantage,56,-0.15170117253313528,-0.014053205039911011,0.15170117253313528,0.014053205039911011
branch_opcode_count_dynamic,thinking_logit_advantage,56,-0.12098141754307626,-0.12289853105742028,0.12098141754307626,0.12289853105742028
log1p_branch_opcode_count_dynamic,thinking_logit_advantage,56,0.0204356273536496,-0.12289853105742028,0.0204356273536496,0.12289853105742028
log1p_opcode_count_dynamic,thinking_logit_advantage,56,0.00973588357089347,-0.13634577313713617,0.00973588357089347,0.13634577313713617
ast_node_count,two_pl_difficulty_all_models,55,0.6441228387174841,0.6135002525434736,0.6441228387174841,0.6135002525434736
token_count,two_pl_difficulty_all_models,55,0.6374515228614944,0.5900497871419296,0.6374515228614944,0.5900497871419296
halstead_volume,two_pl_difficulty_all_models,55,0.6335734648251331,0.5826899487697526,0.6335734648251331,0.5826899487697526
log1p_cyclomatic_complexity,two_pl_difficulty_all_models,55,0.6226570111407772,0.6206811185809595,0.6226570111407772,0.6206811185809595
log1p_ast_node_count,two_pl_difficulty_all_models,55,0.6171580193203123,0.6135002525434736,0.6171580193203123,0.6135002525434736
nonblank_lines,two_pl_difficulty_all_models,55,0.616564726691463,0.5755935688154881,0.616564726691463,0.5755935688154881
halstead_effort,two_pl_difficulty_all_models,55,0.6134182201319252,0.6119128364239844,0.6134182201319252,0.6119128364239844
cyclomatic_complexity,two_pl_difficulty_all_models,55,0.6070529244878,0.6206811185809595,0.6070529244878,0.6206811185809595
branch_node_count,two_pl_difficulty_all_models,55,0.5995686159215498,0.5728044851095372,0.5995686159215498,0.5728044851095372
call_count_static,two_pl_difficulty_all_models,55,0.5628177753970977,0.5144482350248885,0.5628177753970977,0.5144482350248885
gzip_bytes,two_pl_difficulty_all_models,55,0.5589643648345495,0.5422927754106838,0.5589643648345495,0.5422927754106838
complexity_pc1_score,two_pl_difficulty_all_models,55,0.5585964652866079,0.5589407797146531,0.5585964652866079,0.5589407797146531
max_nesting_depth,two_pl_difficulty_all_models,55,0.5016514121951176,0.5339031345859372,0.5016514121951176,0.5339031345859372
log1p_python_call_count_dynamic,two_pl_difficulty_all_models,55,0.36203486206462787,0.33057691374535003,0.36203486206462787,0.33057691374535003
function_count,two_pl_difficulty_all_models,55,0.3504420982425989,0.22168253403166185,0.3504420982425989,0.22168253403166185
output_cells_total,two_pl_difficulty_all_models,55,0.32116511087328303,0.4338795592234346,0.32116511087328303,0.4338795592234346
input_cells_total,two_pl_difficulty_all_models,55,0.3106951184022163,0.3995994292129677,0.3106951184022163,0.3995994292129677
log1p_elapsed_ms_per_test,two_pl_difficulty_all_models,55,0.3043630231041058,0.3534526300598889,0.3043630231041058,0.3534526300598889
log1p_peak_memory_bytes,two_pl_difficulty_all_models,55,0.30396306473254353,0.5429323905043654,0.30396306473254353,0.5429323905043654
peak_memory_bytes,two_pl_difficulty_all_models,55,0.30059362688988256,0.5429323905043654,0.30059362688988256,0.5429323905043654
log1p_elapsed_ms_total,two_pl_difficulty_all_models,55,0.22696263347395265,0.25153329966087024,0.22696263347395265,0.25153329966087024
python_call_count_dynamic,two_pl_difficulty_all_models,55,0.17901292885712217,0.33057691374535003,0.17901292885712217,0.33057691374535003
elapsed_ms_per_test,two_pl_difficulty_all_models,55,0.12361932626434462,0.3534526300598889,0.12361932626434462,0.3534526300598889
opcode_per_input_cell,two_pl_difficulty_all_models,55,0.11147330072745393,0.020564625240109755,0.11147330072745393,0.020564625240109755
opcode_count_dynamic,two_pl_difficulty_all_models,55,0.10400764878463094,0.19485884372251366,0.10400764878463094,0.19485884372251366
elapsed_ms_per_input_cell,two_pl_difficulty_all_models,55,0.09250683897732141,0.010246049498520819,0.09250683897732141,0.010246049498520819
branch_opcode_count_dynamic,two_pl_difficulty_all_models,55,0.08522951442500278,0.18966170874205,0.08522951442500278,0.18966170874205
