simulation,pearson,spearman,n_items,benchmark,population,subset_note
710,0.3809922476245615,0.41065726726104085,105,ARC2,human,Public Eval task pairs with robust human exposure
711,0.4364113936275148,0.4427888477438821,107,ARC2,human,Public Eval task pairs with robust human exposure
712,0.45321190802858335,0.4655112477013376,106,ARC2,human,Public Eval task pairs with robust human exposure
713,0.4887858913790929,0.4649671259792931,106,ARC2,human,Public Eval task pairs with robust human exposure
714,0.5056264299690878,0.5105195775098688,104,ARC2,human,Public Eval task pairs with robust human exposure
715,0.4234727426479065,0.4683985916995626,104,ARC2,human,Public Eval task pairs with robust human exposure
716,0.336934856549199,0.36380005144473976,108,ARC2,human,Public Eval task pairs with robust human exposure
717,0.6020465574214593,0.6065334819514704,108,ARC2,human,Public Eval task pairs with robust human exposure
718,0.4934680780748823,0.5044867650228257,107,ARC2,human,Public Eval task pairs with robust human exposure
719,0.4182704095813414,0.41695008907561426,108,ARC2,human,Public Eval task pairs with robust human exposure
720,0.3997332020858475,0.4173025808111121,108,ARC2,human,Public Eval task pairs with robust human exposure
721,0.3634421851216697,0.3557686961356687,109,ARC2,human,Public Eval task pairs with robust human exposure
722,0.31967956526384766,0.3656658326383097,109,ARC2,human,Public Eval task pairs with robust human exposure
723,0.37256242694261604,0.3754721007148192,104,ARC2,human,Public Eval task pairs with robust human exposure
724,0.46833760014978615,0.4783100394750881,104,ARC2,human,Public Eval task pairs with robust human exposure
725,0.43538802622808154,0.43810363503539307,106,ARC2,human,Public Eval task pairs with robust human exposure
726,0.44048320522324874,0.45827700385979353,107,ARC2,human,Public Eval task pairs with robust human exposure
727,0.41250142134946893,0.4212213881938653,109,ARC2,human,Public Eval task pairs with robust human exposure
728,0.524736696885067,0.5361600663487456,105,ARC2,human,Public Eval task pairs with robust human exposure
729,0.29441427562393063,0.3022492603695213,107,ARC2,human,Public Eval task pairs with robust human exposure
730,0.3297894694489506,0.3358608123199906,107,ARC2,human,Public Eval task pairs with robust human exposure
731,0.504343695441472,0.5233796004735874,106,ARC2,human,Public Eval task pairs with robust human exposure
732,0.4069227218317843,0.40478849507239567,107,ARC2,human,Public Eval task pairs with robust human exposure
733,0.3697256864925872,0.363933236574746,105,ARC2,human,Public Eval task pairs with robust human exposure
734,0.39565669154514904,0.364720600500417,109,ARC2,human,Public Eval task pairs with robust human exposure
735,0.38566241943231805,0.400991567046613,109,ARC2,human,Public Eval task pairs with robust human exposure
736,0.4534644348590368,0.4496174988329665,108,ARC2,human,Public Eval task pairs with robust human exposure
737,0.3386721218248019,0.3593700877418617,108,ARC2,human,Public Eval task pairs with robust human exposure
738,0.43417553225613614,0.44204851752021557,105,ARC2,human,Public Eval task pairs with robust human exposure
739,0.33588181136599904,0.32872889570137276,110,ARC2,human,Public Eval task pairs with robust human exposure
740,0.37071336273750627,0.36000838358722265,108,ARC2,human,Public Eval task pairs with robust human exposure
741,0.3550717993202492,0.3724863312019276,109,ARC2,human,Public Eval task pairs with robust human exposure
742,0.4324165958942122,0.4226865730127941,107,ARC2,human,Public Eval task pairs with robust human exposure
743,0.43538464417526096,0.45730289128347384,104,ARC2,human,Public Eval task pairs with robust human exposure
744,0.4767774544743732,0.49023295910970044,107,ARC2,human,Public Eval task pairs with robust human exposure
745,0.4649167989984499,0.49362252395227185,107,ARC2,human,Public Eval task pairs with robust human exposure
746,0.4311010421666075,0.44149496990730575,103,ARC2,human,Public Eval task pairs with robust human exposure
747,0.42021433307376177,0.45088520845231306,103,ARC2,human,Public Eval task pairs with robust human exposure
748,0.4893161513924586,0.4953640069889341,101,ARC2,human,Public Eval task pairs with robust human exposure
749,0.4250809215242628,0.4130727762803234,105,ARC2,human,Public Eval task pairs with robust human exposure
750,0.3508735808060527,0.3549139539705577,105,ARC2,human,Public Eval task pairs with robust human exposure
751,0.4050413424595989,0.4283441462554898,108,ARC2,human,Public Eval task pairs with robust human exposure
752,0.3825133912223113,0.4072976686589276,102,ARC2,human,Public Eval task pairs with robust human exposure
753,0.3668039530194883,0.3730354551109268,105,ARC2,human,Public Eval task pairs with robust human exposure
754,0.4572290124870819,0.4898355039423634,106,ARC2,human,Public Eval task pairs with robust human exposure
755,0.408861163243422,0.42603222020697756,104,ARC2,human,Public Eval task pairs with robust human exposure
756,0.5004636402685486,0.503224823039622,108,ARC2,human,Public Eval task pairs with robust human exposure
757,0.38406172699221147,0.37101875851161975,103,ARC2,human,Public Eval task pairs with robust human exposure
758,0.4231872621894079,0.44303338171262696,105,ARC2,human,Public Eval task pairs with robust human exposure
759,0.4315999002610425,0.4281152809454696,105,ARC2,human,Public Eval task pairs with robust human exposure
760,0.4501117134995017,0.48392405807323813,107,ARC2,human,Public Eval task pairs with robust human exposure
761,0.4735757842645732,0.49551478083588185,109,ARC2,human,Public Eval task pairs with robust human exposure
762,0.31124637372718517,0.33042712004976155,105,ARC2,human,Public Eval task pairs with robust human exposure
763,0.3424080624075118,0.35664141683559164,104,ARC2,human,Public Eval task pairs with robust human exposure
764,0.3739821080302452,0.3840441343174547,106,ARC2,human,Public Eval task pairs with robust human exposure
765,0.5074676289505493,0.5118634769489998,107,ARC2,human,Public Eval task pairs with robust human exposure
766,0.5402768667760162,0.5604243813554342,107,ARC2,human,Public Eval task pairs with robust human exposure
767,0.41868570441615716,0.43182664237151985,107,ARC2,human,Public Eval task pairs with robust human exposure
768,0.3626320438735793,0.38169830913615077,107,ARC2,human,Public Eval task pairs with robust human exposure
769,0.3815349692902323,0.3691098963537687,107,ARC2,human,Public Eval task pairs with robust human exposure
770,0.45486661368333875,0.47182546679989806,107,ARC2,human,Public Eval task pairs with robust human exposure
771,0.4308103160754324,0.43473663151276115,108,ARC2,human,Public Eval task pairs with robust human exposure
772,0.36271314330412147,0.3713835603743861,109,ARC2,human,Public Eval task pairs with robust human exposure
773,0.4449439512608511,0.4271708189535733,106,ARC2,human,Public Eval task pairs with robust human exposure
774,0.3841786275317108,0.3958483921786674,109,ARC2,human,Public Eval task pairs with robust human exposure
775,0.42123293252078764,0.44654859703403393,104,ARC2,human,Public Eval task pairs with robust human exposure
776,0.29536151349054623,0.3255712018540444,106,ARC2,human,Public Eval task pairs with robust human exposure
777,0.2882309662178633,0.33447867597047637,106,ARC2,human,Public Eval task pairs with robust human exposure
778,0.4227918203574745,0.42540018417288744,107,ARC2,human,Public Eval task pairs with robust human exposure
779,0.3913795121829425,0.40570823991737415,106,ARC2,human,Public Eval task pairs with robust human exposure
780,0.36523775701898237,0.39469001946066173,109,ARC2,human,Public Eval task pairs with robust human exposure
781,0.5637376260009245,0.5801679452622849,105,ARC2,human,Public Eval task pairs with robust human exposure
782,0.32818503774580254,0.33990760583768254,102,ARC2,human,Public Eval task pairs with robust human exposure
783,0.357340778800281,0.3890556079529757,108,ARC2,human,Public Eval task pairs with robust human exposure
784,0.42726925270356386,0.431125972924824,108,ARC2,human,Public Eval task pairs with robust human exposure
785,0.3777240596102226,0.40459297983569836,103,ARC2,human,Public Eval task pairs with robust human exposure
786,0.47426484976384553,0.4706369820655535,99,ARC2,human,Public Eval task pairs with robust human exposure
787,0.4476261262287248,0.4478289633646403,102,ARC2,human,Public Eval task pairs with robust human exposure
788,0.38698483842113984,0.40042108472186494,108,ARC2,human,Public Eval task pairs with robust human exposure
789,0.38163211331310126,0.3848923947526366,108,ARC2,human,Public Eval task pairs with robust human exposure
790,0.3856154845030687,0.4059914793859748,110,ARC2,human,Public Eval task pairs with robust human exposure
791,0.3660864886618575,0.3808816104108911,108,ARC2,human,Public Eval task pairs with robust human exposure
792,0.4988227950753706,0.49332191349472254,106,ARC2,human,Public Eval task pairs with robust human exposure
793,0.47081233899178077,0.48676502282568235,107,ARC2,human,Public Eval task pairs with robust human exposure
794,0.4356858343532669,0.44605447426333994,108,ARC2,human,Public Eval task pairs with robust human exposure
795,0.4073124598929463,0.43880897800841373,106,ARC2,human,Public Eval task pairs with robust human exposure
796,0.3446367208750849,0.34965362621860596,106,ARC2,human,Public Eval task pairs with robust human exposure
797,0.49885029996239827,0.4917600826258911,106,ARC2,human,Public Eval task pairs with robust human exposure
798,0.4274755232407951,0.4424735641716773,105,ARC2,human,Public Eval task pairs with robust human exposure
799,0.395846968776896,0.4112340068783522,108,ARC2,human,Public Eval task pairs with robust human exposure
800,0.4155999937697878,0.4203692974280172,106,ARC2,human,Public Eval task pairs with robust human exposure
801,0.4105518573882809,0.39472320132697486,105,ARC2,human,Public Eval task pairs with robust human exposure
802,0.4213662895290786,0.4310783389065135,108,ARC2,human,Public Eval task pairs with robust human exposure
803,0.49752020248827966,0.5195707484192761,106,ARC2,human,Public Eval task pairs with robust human exposure
804,0.43291409330723046,0.41731998887962196,109,ARC2,human,Public Eval task pairs with robust human exposure
805,0.40428155788402453,0.4320962056811113,105,ARC2,human,Public Eval task pairs with robust human exposure
806,0.47323202444512236,0.4920321434869134,106,ARC2,human,Public Eval task pairs with robust human exposure
807,0.3761419350094526,0.3995923121723937,101,ARC2,human,Public Eval task pairs with robust human exposure
808,0.38160796848815803,0.4108720782146986,107,ARC2,human,Public Eval task pairs with robust human exposure
809,0.457844458388232,0.4692593243421342,103,ARC2,human,Public Eval task pairs with robust human exposure
810,0.4982050388104618,0.5020572503379769,107,ARC2,human,Public Eval task pairs with robust human exposure
811,0.3018299144729548,0.3013088030721605,107,ARC2,human,Public Eval task pairs with robust human exposure
812,0.40951680598046514,0.43415809470855343,109,ARC2,human,Public Eval task pairs with robust human exposure
813,0.38285827725696986,0.39876632801161094,105,ARC2,human,Public Eval task pairs with robust human exposure
814,0.4492783478659136,0.45512129380053906,105,ARC2,human,Public Eval task pairs with robust human exposure
815,0.43870040745555455,0.46047805500776434,108,ARC2,human,Public Eval task pairs with robust human exposure
816,0.4107922923790671,0.41990438684143505,107,ARC2,human,Public Eval task pairs with robust human exposure
817,0.43447899542181845,0.48788478847884786,100,ARC2,human,Public Eval task pairs with robust human exposure
818,0.43391557504821776,0.4319357512361028,108,ARC2,human,Public Eval task pairs with robust human exposure
819,0.3955123606348174,0.39194537510531163,107,ARC2,human,Public Eval task pairs with robust human exposure
820,0.3853000793573659,0.3991457512882306,107,ARC2,human,Public Eval task pairs with robust human exposure
821,0.43518369181387195,0.44146632966946847,107,ARC2,human,Public Eval task pairs with robust human exposure
822,0.48060148059370333,0.4911257823887507,108,ARC2,human,Public Eval task pairs with robust human exposure
823,0.4530646131832706,0.4661310387725482,105,ARC2,human,Public Eval task pairs with robust human exposure
824,0.38808240302595653,0.4059847380605333,108,ARC2,human,Public Eval task pairs with robust human exposure
825,0.37951246071657974,0.37541879739023104,106,ARC2,human,Public Eval task pairs with robust human exposure
826,0.4999493366169122,0.4909066659045223,108,ARC2,human,Public Eval task pairs with robust human exposure
827,0.41337446632222485,0.4017110448908968,102,ARC2,human,Public Eval task pairs with robust human exposure
828,0.4641630638402492,0.4774878034444249,107,ARC2,human,Public Eval task pairs with robust human exposure
829,0.35425512709803963,0.36917316871016603,108,ARC2,human,Public Eval task pairs with robust human exposure
830,0.39934838718447463,0.4086253369272237,105,ARC2,human,Public Eval task pairs with robust human exposure
831,0.5340486919943623,0.5400430523217502,103,ARC2,human,Public Eval task pairs with robust human exposure
832,0.3104782638019319,0.32564313564137226,107,ARC2,human,Public Eval task pairs with robust human exposure
833,0.4250097641833771,0.4436901193205196,107,ARC2,human,Public Eval task pairs with robust human exposure
834,0.45610416332825326,0.47204098826387664,107,ARC2,human,Public Eval task pairs with robust human exposure
835,0.46098968314117167,0.4888658511300021,105,ARC2,human,Public Eval task pairs with robust human exposure
836,0.41237717018579767,0.4299732296817095,108,ARC2,human,Public Eval task pairs with robust human exposure
837,0.42385201125250377,0.4462831175512304,108,ARC2,human,Public Eval task pairs with robust human exposure
838,0.43924884517231294,0.44474449428577867,110,ARC2,human,Public Eval task pairs with robust human exposure
839,0.40232162544139555,0.4456592017868689,107,ARC2,human,Public Eval task pairs with robust human exposure
840,0.47100576533183847,0.46556085424009946,105,ARC2,human,Public Eval task pairs with robust human exposure
841,0.39282972472024374,0.4022121238103403,108,ARC2,human,Public Eval task pairs with robust human exposure
842,0.4184717443041553,0.43792981837418443,107,ARC2,human,Public Eval task pairs with robust human exposure
843,0.40677079353302986,0.44482454593546117,106,ARC2,human,Public Eval task pairs with robust human exposure
844,0.4311561054299564,0.4296080066722269,109,ARC2,human,Public Eval task pairs with robust human exposure
845,0.35994727418200967,0.368345774799663,107,ARC2,human,Public Eval task pairs with robust human exposure
846,0.417981821520253,0.4693691516935378,103,ARC2,human,Public Eval task pairs with robust human exposure
847,0.3991802709281542,0.4009152752009895,99,ARC2,human,Public Eval task pairs with robust human exposure
848,0.41493489925462707,0.42849885963093504,105,ARC2,human,Public Eval task pairs with robust human exposure
849,0.3706652937518307,0.3570360208446464,108,ARC2,human,Public Eval task pairs with robust human exposure
850,0.4312765655272076,0.469229412801975,106,ARC2,human,Public Eval task pairs with robust human exposure
851,0.4135853900715178,0.4333744783400929,107,ARC2,human,Public Eval task pairs with robust human exposure
852,0.5222308442557853,0.5448774466584377,107,ARC2,human,Public Eval task pairs with robust human exposure
853,0.4094427033818833,0.408470021314058,109,ARC2,human,Public Eval task pairs with robust human exposure
854,0.5034173716285082,0.5092577234086668,105,ARC2,human,Public Eval task pairs with robust human exposure
855,0.4637345007266323,0.4852661690080135,107,ARC2,human,Public Eval task pairs with robust human exposure
856,0.3173409917520615,0.34575520680264116,107,ARC2,human,Public Eval task pairs with robust human exposure
857,0.4218845360152466,0.4582310892990505,104,ARC2,human,Public Eval task pairs with robust human exposure
858,0.3412312942785582,0.36195850232175397,107,ARC2,human,Public Eval task pairs with robust human exposure
859,0.38963260193526333,0.3855649205163769,104,ARC2,human,Public Eval task pairs with robust human exposure
860,0.2522153609849186,0.26947516838625474,108,ARC2,human,Public Eval task pairs with robust human exposure
861,0.34351022244452195,0.36205681111341487,105,ARC2,human,Public Eval task pairs with robust human exposure
862,0.48468196013596093,0.4854415716801039,109,ARC2,human,Public Eval task pairs with robust human exposure
863,0.36554637719362965,0.3786734513943119,106,ARC2,human,Public Eval task pairs with robust human exposure
864,0.40108992488672107,0.4086427162822601,108,ARC2,human,Public Eval task pairs with robust human exposure
865,0.5629422003085474,0.5577181399868529,108,ARC2,human,Public Eval task pairs with robust human exposure
866,0.4926923602366976,0.5208471140509976,104,ARC2,human,Public Eval task pairs with robust human exposure
867,0.3847385530392396,0.38546993475577507,107,ARC2,human,Public Eval task pairs with robust human exposure
868,0.5065472137564727,0.5304791029561671,109,ARC2,human,Public Eval task pairs with robust human exposure
869,0.33819529746868765,0.3587601078167115,105,ARC2,human,Public Eval task pairs with robust human exposure
870,0.3269635531680491,0.3540670579640779,106,ARC2,human,Public Eval task pairs with robust human exposure
871,0.44960413537911215,0.47640908491850814,103,ARC2,human,Public Eval task pairs with robust human exposure
872,0.35417855919588775,0.3687349357417093,108,ARC2,human,Public Eval task pairs with robust human exposure
873,0.4311898804216636,0.4399751192204022,105,ARC2,human,Public Eval task pairs with robust human exposure
874,0.4505341524879351,0.4662770486434743,106,ARC2,human,Public Eval task pairs with robust human exposure
875,0.2938675025075988,0.3242108975489331,106,ARC2,human,Public Eval task pairs with robust human exposure
876,0.4619878726105607,0.4614493559447688,109,ARC2,human,Public Eval task pairs with robust human exposure
877,0.4542751936132817,0.469279794442905,106,ARC2,human,Public Eval task pairs with robust human exposure
878,0.43130495415372827,0.4607821332591975,109,ARC2,human,Public Eval task pairs with robust human exposure
879,0.550858836589511,0.5412461325082685,104,ARC2,human,Public Eval task pairs with robust human exposure
880,0.45095153080712724,0.4775183411676844,103,ARC2,human,Public Eval task pairs with robust human exposure
881,0.43642075323080814,0.4417112404239895,107,ARC2,human,Public Eval task pairs with robust human exposure
882,0.3547256088075575,0.33829679804128915,108,ARC2,human,Public Eval task pairs with robust human exposure
883,0.35027213372279464,0.3747311949146811,110,ARC2,human,Public Eval task pairs with robust human exposure
884,0.5057941750788462,0.4940731597405906,107,ARC2,human,Public Eval task pairs with robust human exposure
885,0.43038194385509526,0.4394874507729383,107,ARC2,human,Public Eval task pairs with robust human exposure
886,0.4492225752033934,0.45994878907500275,104,ARC2,human,Public Eval task pairs with robust human exposure
887,0.43853747990127845,0.43586079434488934,108,ARC2,human,Public Eval task pairs with robust human exposure
888,0.36075015879551475,0.37297024964103076,106,ARC2,human,Public Eval task pairs with robust human exposure
889,0.49003083499199923,0.4945840121180942,108,ARC2,human,Public Eval task pairs with robust human exposure
890,0.44412339933923434,0.45171339563862933,107,ARC2,human,Public Eval task pairs with robust human exposure
891,0.43335975428150986,0.44396805803965034,106,ARC2,human,Public Eval task pairs with robust human exposure
892,0.43825370362747956,0.4396715158097307,108,ARC2,human,Public Eval task pairs with robust human exposure
893,0.43578268868658054,0.4340979408940574,104,ARC2,human,Public Eval task pairs with robust human exposure
894,0.4709016845496621,0.4709535845138032,107,ARC2,human,Public Eval task pairs with robust human exposure
895,0.3214134183141502,0.35110461747739125,106,ARC2,human,Public Eval task pairs with robust human exposure
896,0.40352182521573887,0.4182977399958532,105,ARC2,human,Public Eval task pairs with robust human exposure
897,0.3194796000379887,0.3560163423098889,103,ARC2,human,Public Eval task pairs with robust human exposure
898,0.33482096521156235,0.36761104253609983,107,ARC2,human,Public Eval task pairs with robust human exposure
899,0.3970829384861972,0.3991159126201568,108,ARC2,human,Public Eval task pairs with robust human exposure
900,0.48024526249119864,0.5111652498444952,105,ARC2,human,Public Eval task pairs with robust human exposure
901,0.3881198384130014,0.38669112155691254,103,ARC2,human,Public Eval task pairs with robust human exposure
902,0.3796490597355222,0.4098581030619866,104,ARC2,human,Public Eval task pairs with robust human exposure
903,0.4059007361752816,0.4078768176426657,103,ARC2,human,Public Eval task pairs with robust human exposure
904,0.49723082329029633,0.5201904426027156,107,ARC2,human,Public Eval task pairs with robust human exposure
905,0.5506896356337686,0.5503035493866035,106,ARC2,human,Public Eval task pairs with robust human exposure
906,0.45727932206163224,0.45643148969819447,103,ARC2,human,Public Eval task pairs with robust human exposure
907,0.5007233949841874,0.510608095877752,108,ARC2,human,Public Eval task pairs with robust human exposure
908,0.27963124780092535,0.2912519692336206,109,ARC2,human,Public Eval task pairs with robust human exposure
909,0.43652782240246957,0.44112911677003247,108,ARC2,human,Public Eval task pairs with robust human exposure
910,0.48984936719063077,0.5114593042295388,106,ARC2,human,Public Eval task pairs with robust human exposure
911,0.3858739718032555,0.38792245490358696,105,ARC2,human,Public Eval task pairs with robust human exposure
912,0.4195309584279172,0.4331647089085141,108,ARC2,human,Public Eval task pairs with robust human exposure
913,0.4009200355561176,0.3986363369188268,107,ARC2,human,Public Eval task pairs with robust human exposure
914,0.39047231274786914,0.40538046858801574,105,ARC2,human,Public Eval task pairs with robust human exposure
915,0.43937494088000634,0.4331647089085141,108,ARC2,human,Public Eval task pairs with robust human exposure
916,0.4262905156307439,0.4393363917635763,104,ARC2,human,Public Eval task pairs with robust human exposure
917,0.47670845862099376,0.5171550322892413,103,ARC2,human,Public Eval task pairs with robust human exposure
918,0.42058358864147527,0.424631584250699,106,ARC2,human,Public Eval task pairs with robust human exposure
919,0.5307429784540316,0.5397794666783816,103,ARC2,human,Public Eval task pairs with robust human exposure
920,0.3663701200983191,0.37242180875894326,108,ARC2,human,Public Eval task pairs with robust human exposure
921,0.5258967992244918,0.5867463107452818,108,ARC2,human,Public Eval task pairs with robust human exposure
922,0.4741122974065417,0.4719303122972848,109,ARC2,human,Public Eval task pairs with robust human exposure
923,0.4221475710323396,0.4429301962364914,106,ARC2,human,Public Eval task pairs with robust human exposure
924,0.3910132784579354,0.4001112037809286,109,ARC2,human,Public Eval task pairs with robust human exposure
925,0.4761641008740754,0.49655815882230975,105,ARC2,human,Public Eval task pairs with robust human exposure
926,0.3862858597637824,0.39724741278139347,104,ARC2,human,Public Eval task pairs with robust human exposure
927,0.32301206461933313,0.3600685756649059,109,ARC2,human,Public Eval task pairs with robust human exposure
928,0.44970715239870535,0.45540469053077065,106,ARC2,human,Public Eval task pairs with robust human exposure
929,0.5140231065259107,0.5265637201803663,106,ARC2,human,Public Eval task pairs with robust human exposure
930,0.4488706295689323,0.46899429847763474,107,ARC2,human,Public Eval task pairs with robust human exposure
931,0.4930774871392976,0.5053429730206312,106,ARC2,human,Public Eval task pairs with robust human exposure
932,0.43199389215904793,0.46581074550806134,103,ARC2,human,Public Eval task pairs with robust human exposure
933,0.5337468886067379,0.5327907941115488,105,ARC2,human,Public Eval task pairs with robust human exposure
934,0.3498342953276404,0.33282841273924185,108,ARC2,human,Public Eval task pairs with robust human exposure
935,0.49707592265164247,0.504524886877828,103,ARC2,human,Public Eval task pairs with robust human exposure
936,0.4695683584989132,0.4857773579932346,103,ARC2,human,Public Eval task pairs with robust human exposure
937,0.4584204210409025,0.48887621812150106,105,ARC2,human,Public Eval task pairs with robust human exposure
938,0.4101201390070151,0.4350129088189621,108,ARC2,human,Public Eval task pairs with robust human exposure
939,0.48915503213409217,0.5125647936968691,105,ARC2,human,Public Eval task pairs with robust human exposure
940,0.42791746417030807,0.464795828400131,106,ARC2,human,Public Eval task pairs with robust human exposure
941,0.45732980301473286,0.4572484685663113,108,ARC2,human,Public Eval task pairs with robust human exposure
942,0.4534916398563254,0.4585938333511149,104,ARC2,human,Public Eval task pairs with robust human exposure
943,0.4766239668003263,0.4659867944121162,107,ARC2,human,Public Eval task pairs with robust human exposure
944,0.41773017112415173,0.43481455357667664,107,ARC2,human,Public Eval task pairs with robust human exposure
945,0.4310803064306321,0.4429987952923733,109,ARC2,human,Public Eval task pairs with robust human exposure
946,0.40628916422602046,0.4026435828322621,105,ARC2,human,Public Eval task pairs with robust human exposure
947,0.4387091569764258,0.43829566659755337,105,ARC2,human,Public Eval task pairs with robust human exposure
948,0.3507341994195929,0.36850629245381883,108,ARC2,human,Public Eval task pairs with robust human exposure
949,0.47507405333300945,0.4591418774905014,109,ARC2,human,Public Eval task pairs with robust human exposure
950,0.4537283390531968,0.4770267468380676,105,ARC2,human,Public Eval task pairs with robust human exposure
951,0.4110739243964597,0.40963350386311886,108,ARC2,human,Public Eval task pairs with robust human exposure
952,0.43605114459836736,0.42855127591505654,106,ARC2,human,Public Eval task pairs with robust human exposure
953,0.4006338887076121,0.4038621572602155,104,ARC2,human,Public Eval task pairs with robust human exposure
954,0.42572479235278293,0.45732422916888943,104,ARC2,human,Public Eval task pairs with robust human exposure
955,0.3653240245290374,0.37603597249162407,107,ARC2,human,Public Eval task pairs with robust human exposure
956,0.4908173574356306,0.4841423785172683,106,ARC2,human,Public Eval task pairs with robust human exposure
957,0.36354851747473427,0.38811245439042746,108,ARC2,human,Public Eval task pairs with robust human exposure
958,0.42089644606357557,0.42023683633903985,108,ARC2,human,Public Eval task pairs with robust human exposure
959,0.35262401522309994,0.37061854660161836,107,ARC2,human,Public Eval task pairs with robust human exposure
960,0.4370856409274314,0.44233879328218945,105,ARC2,human,Public Eval task pairs with robust human exposure
961,0.3616776733794481,0.3804737553635455,107,ARC2,human,Public Eval task pairs with robust human exposure
962,0.32179070137659715,0.3207404246239198,104,ARC2,human,Public Eval task pairs with robust human exposure
963,0.3619664813287395,0.39069595032897786,109,ARC2,human,Public Eval task pairs with robust human exposure
964,0.3771723320550982,0.3893543592714815,106,ARC2,human,Public Eval task pairs with robust human exposure
965,0.37575296438558226,0.3867491731569402,104,ARC2,human,Public Eval task pairs with robust human exposure
966,0.3670886673443684,0.37800018533963486,109,ARC2,human,Public Eval task pairs with robust human exposure
967,0.3027186171055803,0.3479093429363514,108,ARC2,human,Public Eval task pairs with robust human exposure
968,0.430828109789544,0.447975164488926,109,ARC2,human,Public Eval task pairs with robust human exposure
969,0.3621847420705113,0.3793346307107775,109,ARC2,human,Public Eval task pairs with robust human exposure
970,0.4265847754440209,0.4456352949022073,108,ARC2,human,Public Eval task pairs with robust human exposure
971,0.4229374670833604,0.4418867574830878,109,ARC2,human,Public Eval task pairs with robust human exposure
972,0.45093947324471245,0.4567160994345461,104,ARC2,human,Public Eval task pairs with robust human exposure
973,0.42040468355991395,0.4284403669724771,109,ARC2,human,Public Eval task pairs with robust human exposure
974,0.47455886752249304,0.4969210035247771,105,ARC2,human,Public Eval task pairs with robust human exposure
975,0.4357251192277678,0.41206717810491394,105,ARC2,human,Public Eval task pairs with robust human exposure
976,0.3662702028476206,0.37907286584768507,107,ARC2,human,Public Eval task pairs with robust human exposure
977,0.440072582356419,0.4392079618494713,105,ARC2,human,Public Eval task pairs with robust human exposure
978,0.38812665680687336,0.41408530731401477,107,ARC2,human,Public Eval task pairs with robust human exposure
979,0.39869233162525064,0.4144575716608868,107,ARC2,human,Public Eval task pairs with robust human exposure
980,0.4493540260503068,0.4748533020377681,104,ARC2,human,Public Eval task pairs with robust human exposure
981,0.4268398333432047,0.44130790739854403,106,ARC2,human,Public Eval task pairs with robust human exposure
982,0.5048234235679708,0.5179342078939095,108,ARC2,human,Public Eval task pairs with robust human exposure
983,0.33393930031753577,0.36467211348184725,107,ARC2,human,Public Eval task pairs with robust human exposure
984,0.3762588703625755,0.4191888879362085,108,ARC2,human,Public Eval task pairs with robust human exposure
985,0.36296081468754054,0.4029372496662216,106,ARC2,human,Public Eval task pairs with robust human exposure
986,0.3968002877436054,0.423018663008374,108,ARC2,human,Public Eval task pairs with robust human exposure
987,0.4640162599988862,0.503244868339208,105,ARC2,human,Public Eval task pairs with robust human exposure
988,0.34707417636788984,0.33957729803259695,106,ARC2,human,Public Eval task pairs with robust human exposure
989,0.4208448249606372,0.48919453751053116,107,ARC2,human,Public Eval task pairs with robust human exposure
990,0.45439333650881486,0.46713729076757454,108,ARC2,human,Public Eval task pairs with robust human exposure
991,0.3606219693827255,0.36257109377232843,108,ARC2,human,Public Eval task pairs with robust human exposure
992,0.42121167536117915,0.45089049550343857,106,ARC2,human,Public Eval task pairs with robust human exposure
993,0.5013117569123203,0.5253637290334537,109,ARC2,human,Public Eval task pairs with robust human exposure
994,0.5551721115352943,0.6082417582417582,105,ARC2,human,Public Eval task pairs with robust human exposure
995,0.3657699919093868,0.36272352263092206,108,ARC2,human,Public Eval task pairs with robust human exposure
996,0.4086008888508785,0.4219033393790676,104,ARC2,human,Public Eval task pairs with robust human exposure
997,0.430571976013936,0.44660999377980504,105,ARC2,human,Public Eval task pairs with robust human exposure
998,0.3321337881524938,0.35618909392494297,105,ARC2,human,Public Eval task pairs with robust human exposure
999,0.40635767799866956,0.40862366267493594,108,ARC2,human,Public Eval task pairs with robust human exposure
0,0.8753914113038324,0.8376433515222198,230,ARC1,llm,Local ARC1 public-eval prediction folder on the ARC1 human-sidecar items
1,0.885020257813833,0.8578189609896463,230,ARC1,llm,Local ARC1 public-eval prediction folder on the ARC1 human-sidecar items
2,0.833429436372458,0.8233075828671044,230,ARC1,llm,Local ARC1 public-eval prediction folder on the ARC1 human-sidecar items
3,0.8735973620343251,0.8682578860289131,230,ARC1,llm,Local ARC1 public-eval prediction folder on the ARC1 human-sidecar items
4,0.890056390452147,0.8776937510941687,230,ARC1,llm,Local ARC1 public-eval prediction folder on the ARC1 human-sidecar items
5,0.8480250046510209,0.8162763001190948,230,ARC1,llm,Local ARC1 public-eval prediction folder on the ARC1 human-sidecar items
6,0.8666574788037984,0.8368848922105044,230,ARC1,llm,Local ARC1 public-eval prediction folder on the ARC1 human-sidecar items
7,0.8607460962583818,0.8481532896569918,230,ARC1,llm,Local ARC1 public-eval prediction folder on the ARC1 human-sidecar items
8,0.8321558290750832,0.7726486158610706,230,ARC1,llm,Local ARC1 public-eval prediction folder on the ARC1 human-sidecar items
9,0.8842738944402512,0.8615668743635327,230,ARC1,llm,Local ARC1 public-eval prediction folder on the ARC1 human-sidecar items
