task_id,benchmark,split,json_hash,n_train_pairs,n_test_pairs,mean_input_cells,max_input_cells,mean_output_cells,max_output_cells
2546ccf6,arc1,eval,c0a12bc84f76c75a4fef3758053ed63100450aa7,2,1,421.0,598.0,421.0,598.0
256b0a75,arc1,eval,e936adbe6822c16eb6a30c1051251bf32b96c2a5,3,1,547.5,650.0,547.5,650.0
2685904e,arc1,eval,c530a2a043702eb7b90561d176e8bcd885670ca0,6,1,100.0,100.0,100.0,100.0
2697da3f,arc1,eval,072914dcede86d458330866f5f084dd6dd7c8be0,4,1,62.4,80.0,196.2,289.0
2753e76c,arc1,eval,3490a5c7e0acc6722b2c4d4e48acfaa0a8ef8ca2,3,1,256.0,256.0,15.0,20.0
27a77e38,arc1,eval,7fe3b3f5b7ce77c9691b86e89bf662c3058c7568,3,1,41.0,81.0,41.0,81.0
27f8ce4f,arc1,eval,f4169c67e48f038ba87a44d4598017b4c8c2e965,4,1,9.0,9.0,81.0,81.0
281123b4,arc1,eval,300df439a48a872bad37e01b28063c724c5fe5d8,6,1,76.0,76.0,16.0,16.0
292dd178,arc1,eval,c9c2c8e90bb0b2a8da908f71da308ede5c55d31a,3,1,109.25,165.0,109.25,165.0
29700607,arc1,eval,cf7f3c64b458c552efcc7ff9840916c59b3f5bcc,3,1,152.75,225.0,152.75,225.0
2a5f8217,arc1,eval,7bd3e1330349cc30f941de0973066138fe6972e3,3,1,101.75,169.0,101.75,169.0
2b01abd0,arc1,eval,00a5ad191368d7973caaf48a101310c736a2bf91,3,1,154.5,224.0,154.5,224.0
2c0b0aff,arc1,eval,bc6a981ce03064629ae5e3f8a1148985b7f06779,4,1,525.4,576.0,72.0,88.0
2c737e39,arc1,eval,331be2a1ed0db118ca876789e06fab03ad69484a,3,1,116.0,144.0,116.0,144.0
2f0c5170,arc1,eval,677674c3613ef261b5e572e3712aa6bc0320708a,3,1,406.25,462.0,56.25,81.0
310f3251,arc1,eval,44f3b79955318372dee07369ded229334599af1f,5,1,14.333333333333334,25.0,129.0,225.0
3194b014,arc1,eval,d6317dd5f23356e307edea0da405099b2c6c9c42,3,1,400.0,400.0,9.0,9.0
319f2597,arc1,eval,2ea5ff1b0720402dfe773c1ac654a220cad90e8b,3,1,400.0,400.0,400.0,400.0
31adaf00,arc1,eval,5751bf613ccf56610b0c74dd467e95f15a26af8c,3,1,100.0,100.0,100.0,100.0
31d5ba1a,arc1,eval,16ba371fa597e075d8f3422cad16175363a558f7,5,2,30.0,30.0,15.0,15.0
32e9702f,arc1,eval,241b4e5e33a1bb0576535bdc3b167aab65b6c38e,3,1,55.5,100.0,55.5,100.0
332efdb3,arc1,eval,11b2d927261043de084a4fd82af22bfe25c4351a,3,1,69.0,121.0,69.0,121.0
3391f8c0,arc1,eval,34ddd73109709b771c8940d65d7b6ecbc2656726,4,1,123.0,154.0,123.0,154.0
33b52de3,arc1,eval,7c70a5bf51ef32d65c48ea66d2d2b46e5b7a8b97,2,1,529.0,529.0,529.0,529.0
3490cc26,arc1,eval,a1f404445233da833c3d98624b34798d072a4434,4,1,528.0,728.0,528.0,728.0
34b99a2b,arc1,eval,61579b8c270585b11f58331fe0cf76956089625c,4,1,45.0,45.0,20.0,20.0
351d6448,arc1,eval,654ec88d6018b6c41ea29f6290abac8c57339763,2,1,195.0,195.0,39.0,39.0
358ba94e,arc1,eval,277abbaf1bfc2e3128d85e35bd9bf16d20fbbdcb,4,1,293.6,323.0,25.0,25.0
37d3e8b2,arc1,eval,11ecb568e74af37e715082151b8dcbe7947935c0,3,1,297.5,323.0,297.5,323.0
3979b1a8,arc1,eval,0d7a069bb0a6d303938f0e3c2750146b02c6ad71,2,1,25.0,25.0,100.0,100.0
3a301edc,arc1,eval,a8ad755738786b5ef8b6bdab947c211dd33362f8,5,1,247.33333333333334,441.0,247.33333333333334,441.0
3b4c2228,arc1,eval,8aa3f2a3d84fd4f6824697822df474b59bc538cc,5,2,42.42857142857143,64.0,9.0,9.0
3d31c5b3,arc1,eval,18367f3102a708817e247a97d0b17d36e20aeba6,6,1,72.0,72.0,18.0,18.0
3ed85e70,arc1,eval,9d0d136dcab2dc79dbedda25a10b6892b5c07f82,3,1,900.0,900.0,900.0,900.0
3ee1011a,arc1,eval,7fd5064bee67c808d7e84a9a95254fb483321400,3,1,523.0,667.0,43.5,64.0
3f23242b,arc1,eval,0adecf7b04f9af6805ed463d1c3eec7e7813f97d,2,1,226.33333333333334,323.0,226.33333333333334,323.0
40f6cd08,arc1,eval,d4652549aab9eee1c3ece7618e4a03ef0c3c24bc,3,1,877.5,900.0,877.5,900.0
414297c0,arc1,eval,f8b39a5fa02401cbfbd3e23da808935a7b1713f0,3,1,407.0,624.0,98.25,135.0
423a55dc,arc1,eval,e61d014675df629eb3f19cc09a968b19a745ad8a,5,1,114.16666666666667,143.0,114.16666666666667,143.0
42918530,arc1,eval,508d3a2645866d4a7c64a685ff8dff6e64301cc4,4,1,413.8,625.0,413.8,625.0
42a15761,arc1,eval,32c55ee01ec5a7c4759134e58e368fe94d004388,3,1,139.0,209.0,139.0,209.0
4364c1c4,arc1,eval,af4b3b4a3eeed638a04b7eea35ef14c850594c96,3,1,168.5,192.0,168.5,192.0
456873bc,arc1,eval,558c1bb1066f70748b0361a926a63e4d59483c00,3,1,241.0,361.0,241.0,361.0
45737921,arc1,eval,2f0c5d781ee8d910dc9fcff20cece467323ff98a,3,1,98.75,144.0,98.75,144.0
45bbe264,arc1,eval,acd3a5580502b925847086221fe8fa8ec1f2f098,3,1,211.5,256.0,211.5,256.0
477d2879,arc1,eval,9f24295d89b13b4d13e86b42e12fe88dec9f8e36,3,1,169.0,169.0,169.0,169.0
47996f11,arc1,eval,2a0a50fcefe0e1f0cf290092f78dfd965cbac470,4,1,900.0,900.0,900.0,900.0
48131b3c,arc1,eval,521c2b4e1faaf13ba7d45862a25fc5960ce25302,3,1,11.25,16.0,45.0,64.0
4852f2fa,arc1,eval,766815403647f9b130c9ec200f8beb309bea4dd4,5,2,81.0,81.0,24.428571428571427,36.0
48f8583b,arc1,eval,ce9e012e4bde64c231f254a552a94c4aec3dc2e1,6,1,9.0,9.0,81.0,81.0
4aab4007,arc1,eval,a02d00401cba4c268ef4aaf44207dd21ebb20e35,3,1,784.0,784.0,784.0,784.0
4acc7107,arc1,eval,0fdf4c89631e0754fa31dde564d5e5ec7f82b6e1,4,1,100.0,100.0,100.0,100.0
4b6b68e5,arc1,eval,3904a797537ef0d28ae844b27ec87decbffa9131,3,1,407.75,624.0,407.75,624.0
4c177718,arc1,eval,7f2acc269ab7c5fec3f677b72c03a50853a1ca40,4,2,225.0,225.0,135.0,135.0
4cd1b7b2,arc1,eval,2b262447569b357e12e47a95e0e82ce330355a51,3,1,16.0,16.0,16.0,16.0
4e45f183,arc1,eval,d9d4b814b2eb8f3905a4cf62aaa2718ce84db4ff,3,1,361.0,361.0,361.0,361.0
4e469f39,arc1,eval,0a6e5b408d04b0fca44e82b1eb9e97be35bf511e,3,1,100.0,100.0,100.0,100.0
4f537728,arc1,eval,77959230371bf006c795f1bf2ba50c0e2e597077,2,1,400.0,400.0,400.0,400.0
4ff4c9da,arc1,eval,1d40bb787a1f50205fd8066080b36a886e4f4d80,3,1,497.0,729.0,497.0,729.0
505fff84,arc1,eval,066e2079bad11a4436e412d46dfc1d8751814e85,5,1,90.33333333333333,154.0,15.5,25.0
506d28a5,arc1,eval,9cc9f6f02d97c9f02a913dfe2bfa1c49ff51a8be,4,1,45.0,45.0,20.0,20.0
50a16a69,arc1,eval,eb8fcf18b8065b3ac30021001949b55d5f33fa4d,3,1,145.25,400.0,145.25,400.0
50aad11f,arc1,eval,63a5436f849bb5aa13616794d3c9060527d03c93,3,1,181.5,234.0,40.0,48.0
50f325b5,arc1,eval,d248317e3cb5c7892cc8d7815915c1e8c1b705fe,4,1,256.8,306.0,256.8,306.0
516b51b7,arc1,eval,46c0a67fec108644de2c8a6ba549b3ac3b63d049,3,1,188.25,255.0,188.25,255.0
5207a7b5,arc1,eval,fb8199cf8dee20d3c9dbf22a318251e7f9656fa4,3,1,108.25,135.0,108.25,135.0
5289ad53,arc1,eval,e7801445aa9b286317c6e48b5a85f493a5c4d431,4,1,155.0,195.0,6.0,6.0
52fd389e,arc1,eval,4270542de94676fdc3788b1a7b6470a5094330a9,3,1,679.0,841.0,679.0,841.0
54db823b,arc1,eval,a941b6514467b609598fc32470b06ef100605e1f,4,1,225.0,225.0,225.0,225.0
55059096,arc1,eval,1abfa847c24cc73c441b51988f5d6505b6033a23,3,1,185.25,224.0,185.25,224.0
551d5bf1,arc1,eval,dac15030077a34a01ae4e88f1f9401a8370791e6,2,1,649.3333333333334,676.0,649.3333333333334,676.0
55783887,arc1,eval,2d6643ae643008d353b72efbc68cde8ba64b1598,5,1,166.83333333333334,304.0,166.83333333333334,304.0
575b1a71,arc1,eval,6d541c5289870341cc96a945046c3dacd81a19d0,3,1,100.0,100.0,100.0,100.0
5783df64,arc1,eval,3aac2315473af28dab434af3b6430876b289a439,3,1,58.5,81.0,9.0,9.0
5833af48,arc1,eval,58fc6706842867d346e8d8ddd298e097792c7263,3,1,333.0,513.0,151.25,288.0
58743b76,arc1,eval,3f5ca558d4d4db3f91afe09e0291aee8a4c54700,2,1,146.66666666666666,196.0,146.66666666666666,196.0
58e15b12,arc1,eval,9bc917bbfe01116ea9e82b3c87b91cef75c0bb9f,3,1,430.75,480.0,430.75,480.0
59341089,arc1,eval,1c5930139bd46a73ba1de863cf7959fe249b8ca6,4,1,9.0,9.0,36.0,36.0
5a5a2103,arc1,eval,0b8835f65d54b4bcb789f7688f05c06a7ca0dd3d,2,1,377.6666666666667,576.0,377.6666666666667,576.0
5af49b42,arc1,eval,3421a8f1d8c7947c8e29b62460245089c5afd8ad,3,1,209.5,306.0,209.5,306.0
5b526a93,arc1,eval,1a55b6c12ce1cccf5afbfe072927714cf2d2c1b3,2,1,435.0,630.0,435.0,630.0
5b692c0f,arc1,eval,732c60d0c1e51f2da926f7e0ac070ca459aedf0f,2,1,397.0,672.0,397.0,672.0
5b6cbef5,arc1,eval,580d3523064e2cd15445b9f9684bef76b5912d29,5,1,16.0,16.0,256.0,256.0
5d2a5c43,arc1,eval,51d8097d2c824dfcb3e3160b0d2333cfaf581095,5,2,54.0,54.0,24.0,24.0
5ffb2104,arc1,eval,d38189438d6b993a0a1255323c2932326ce60024,3,1,75.5,130.0,75.5,130.0
604001fa,arc1,eval,ea2ed277fc0036f9bb1331e411e5dcb0b26d2da9,4,1,148.6,320.0,148.6,320.0
60a26a3e,arc1,eval,e8d7561249dd729aaf2e4b7c5751418a1bd208f3,3,1,172.25,224.0,172.25,224.0
60c09cac,arc1,eval,8a3478e2719cdf4bbbe882eae747c236df9608c8,2,1,16.666666666666668,25.0,66.66666666666667,100.0
626c0bcc,arc1,eval,0b12dd71e468c1c472fb4eb1c1fffd0e33b40cb5,3,1,49.0,49.0,49.0,49.0
62ab2642,arc1,eval,59e03782370a80b371c57a4c4712b860f6a3d9cf,3,1,86.25,120.0,86.25,120.0
62b74c02,arc1,eval,dfb7d30da604d0cd498bc11d3a8a30d76133973a,3,1,44.0,56.0,44.0,56.0
639f5a19,arc1,eval,e49873744db907353132ceb65e24afb2a5dd0714,2,1,529.0,529.0,529.0,529.0
642248e4,arc1,eval,75de7fa83869e78621a559dd58e775daa800a2a8,3,1,176.0,288.0,176.0,288.0
642d658d,arc1,eval,8e2c1252c914466fb676db3a5c3d0899fafda67d,3,1,535.5,624.0,1.0,1.0
64a7c07e,arc1,eval,91281d2bfbced0971834213e88e63f630953b99d,3,1,103.25,144.0,103.25,144.0
66e6c45b,arc1,eval,5c0bd13f9af6a0d958b6889340b952a19f69f749,2,1,16.0,16.0,16.0,16.0
66f2d22f,arc1,eval,a0a7280fb523dca964833a83947d53d5c8785510,4,1,56.0,56.0,28.0,28.0
67636eac,arc1,eval,cd627902c569e1b78cb38d305e932fce57e7104f,3,1,188.25,252.0,27.0,36.0
67b4a34d,arc1,eval,e9e233cf85613940f5dfdd3b54704a385cc94b95,3,1,256.0,256.0,16.0,16.0
67c52801,arc1,eval,29d3761c2dd59653879a421c42185e97a606606d,4,1,62.2,108.0,62.2,108.0
68b67ca3,arc1,eval,f6a2d2a569cd799c9565c708c6882f24904e8e6b,3,1,36.0,36.0,9.0,9.0
692cd3b6,arc1,eval,a45549e7a96e79d631fba9e968b2148649e2c5b9,3,1,225.0,225.0,225.0,225.0
695367ec,arc1,eval,a97d785516fa7a751e858c37f2428266b150e597,3,1,13.5,25.0,225.0,225.0
696d4842,arc1,eval,942b17195ab7949492f3a9f39694e8170c9048c7,3,1,525.0,900.0,525.0,900.0
69889d6e,arc1,eval,3c039bdbfa3b831ecba1edc26b9346a6c8d0317e,4,1,100.0,100.0,100.0,100.0
6a11f6da,arc1,eval,b51b724d980eba13d6b46da4069409ca7415b733,5,1,75.0,75.0,25.0,25.0
6ad5bdfd,arc1,eval,765bdc6c97da030d8e24a1f28f2431adc6742f75,3,1,66.25,100.0,66.25,100.0
6df30ad6,arc1,eval,20456ff117d23b14707a6fe9714f261ba5ac586e,5,1,100.0,100.0,100.0,100.0
6ea4a07e,arc1,eval,cf7a6845f23dd04c8c68a4bd82347fc6cd5ddce8,6,2,9.0,9.0,9.0,9.0
6f473927,arc1,eval,d33130a54afb1c6f3838dca1bad71fb7ed8da4ac,4,1,37.6,72.0,75.2,144.0
7039b2d7,arc1,eval,10d5e1d74e40edaebe2d1dcafd0897f54ce225d1,3,1,381.5,729.0,14.5,25.0
705a3229,arc1,eval,74cdcaeea3f4bfeeee7ea1653018a99ef873f7dc,4,1,147.6,210.0,147.6,210.0
712bf12e,arc1,eval,1cd48b6255c02077cc4cba590c7ee901d8209f99,3,1,175.5,195.0,175.5,195.0
72207abc,arc1,eval,a245becca77d6e0a4ab0a76a889f34a785109c81,3,1,72.0,87.0,72.0,87.0
72a961c9,arc1,eval,ddda1f74776a4a5c328c24aeeb8aee0165733865,4,1,86.8,130.0,86.8,130.0
73182012,arc1,eval,11912cb36017bfa291a46dff8e6a05d93d47e9a7,3,1,144.0,144.0,16.0,16.0
73c3b0d8,arc1,eval,0f01cd1e44b1f87fec2bb101c1ee651049d336de,4,1,61.0,96.0,61.0,96.0
73ccf9c2,arc1,eval,6b51ca19151e6f62be1bfd6ff74a8eb96827ff5f,3,1,463.5,529.0,26.5,35.0
759f3fd3,arc1,eval,b976a1c1d15556360a8e83363dce91eec0ba51e1,2,1,214.66666666666666,400.0,214.66666666666666,400.0
762cd429,arc1,eval,0aa703d9e81ba7397d02f57cacbcd69d4ba0d594,3,1,310.0,480.0,310.0,480.0
770cc55f,arc1,eval,855713a037196895735cd6767fe8260a5b7000f7,4,1,59.8,78.0,59.8,78.0
782b5218,arc1,eval,75a59a78ea3c2a462c58242d45aba8e3fa464453,3,1,100.0,100.0,100.0,100.0
79369cc6,arc1,eval,c2312aafbf93101e475923b1241683c7753ba9b0,3,1,261.25,289.0,261.25,289.0
7953d61e,arc1,eval,d12e920d223a046f01b56e7d4d4fd870b1b3f25a,5,1,16.0,16.0,64.0,64.0
79fb03f4,arc1,eval,865db445a53099b806739a1ae90c3e37d5a132e3,6,1,209.42857142857142,676.0,209.42857142857142,676.0
7bb29440,arc1,eval,c3830525d0addf08571ff420d38d25cb33b34c79,5,1,382.0,550.0,23.833333333333332,35.0
7c8af763,arc1,eval,5b57dfb9bc4da7a25d37dcf67cd8a211998c6e0f,3,1,100.0,100.0,100.0,100.0
7c9b52a0,arc1,eval,42754dcc3a0fc9d6cc578fbdda9eea431323478d,3,1,256.0,256.0,15.75,20.0
7d18a6fb,arc1,eval,aad137a84c17f800574beb7e198a2591c58f028e,3,1,272.0,306.0,49.0,49.0
7d1f7ee8,arc1,eval,2342b32cac93c510fbb99e31bd8ab72f746cc561,3,1,566.25,812.0,566.25,812.0
7d419a02,arc1,eval,ef9e3e8745868add2a958bcf563b374df7280c42,3,1,326.0,500.0,326.0,500.0
7e02026e,arc1,eval,5d0347b2ef50fdfbe10d0ca94c91bb41d126080d,3,1,144.0,144.0,144.0,144.0
7ee1c6ea,arc1,eval,6e57fed4a589f449eb57fc3d276b1a9348aeb2e2,3,1,100.0,100.0,100.0,100.0
817e6c09,arc1,eval,60f105ec57c6820756a2df033c50f35651e6ba02,5,1,85.16666666666667,119.0,85.16666666666667,119.0
81c0276b,arc1,eval,3d23dc65115abbfe3b4a21279c933c63872ec862,3,1,297.5,399.0,10.75,16.0
833dafe3,arc1,eval,4aa0fbbee1b1ca79779da557740476a8a2520d9f,2,1,29.666666666666668,64.0,118.66666666666667,256.0
845d6e51,arc1,eval,00469c47f4151b235951d2c62b400928e995364c,3,1,229.5,306.0,229.5,306.0
84db8fc4,arc1,eval,03ccf29a5cfd22993cf42976955f1e007ea8c37e,4,1,100.0,100.0,100.0,100.0
84f2aca1,arc1,eval,21d267e27703be6d70cf6ea824e4730d31663d00,4,1,117.8,192.0,117.8,192.0
8597cfd7,arc1,eval,9f582ef9f0918df9af10490f4858b1ea04e7435c,4,1,91.8,99.0,4.0,4.0
85b81ff1,arc1,eval,1991a38b3b528f9f39056066686261c3fa81bc51,4,1,182.0,182.0,182.0,182.0
85fa5666,arc1,eval,d187be81dc7c3800da0c7534bd1d165e5f8c79c1,4,1,99.4,144.0,99.4,144.0
8719f442,arc1,eval,ddb96c5fe4e3fa91772f96e959c14fa7d6818a25,3,1,9.0,9.0,225.0,225.0
88207623,arc1,eval,9cfe4fd9d07af936995520dcff38ae1632418a28,2,1,256.0,288.0,256.0,288.0
891232d6,arc1,eval,69a5fee75c4a2bb9e0419e78c5767ddbe7441c37,4,1,529.8,812.0,529.8,812.0
896d5239,arc1,eval,dd77e44ef1705661a1fe10e494335187cfce16a5,3,1,211.5,270.0,211.5,270.0
8a371977,arc1,eval,3fe282cfdc8d24c07a48483796d8ef768193566d,3,1,603.75,900.0,603.75,900.0
8b28cd80,arc1,eval,4b3ad8388480268ad64e0c90a51f515d512074d3,5,2,9.0,9.0,81.0,81.0
8ba14f53,arc1,eval,2c7d794eb60e3b03dbf1e4f97ba293f1690e8aa6,6,1,36.0,36.0,9.0,9.0
8cb8642d,arc1,eval,61ac2f3258511a80ac04bead306ed1d9925c85c0,3,1,281.0,456.0,281.0,456.0
8dae5dfc,arc1,eval,3b6135c4a610db6e0e42237a6c6ae42fafcbe658,4,1,324.4,380.0,324.4,380.0
8e2edd66,arc1,eval,0f08274ba37887a43ac66168e7578986b82a3868,3,1,9.0,9.0,81.0,81.0
8ee62060,arc1,eval,17e304197498cbd9c0b9b052ec9449b69a159a56,3,1,146.0,196.0,146.0,196.0
8fbca751,arc1,eval,38131de0217109721e3ae6918d58b3708b35c7af,3,1,84.25,96.0,84.25,96.0
90347967,arc1,eval,67a5e35ef3a16581fc0088719d4eb90b4cf2db5b,3,1,58.5,81.0,58.5,81.0
903d1b4a,arc1,eval,a65b03518a4dc2e4a78643ec31140ecc7382a50b,4,1,256.0,256.0,256.0,256.0
9110e3c5,arc1,eval,397da050ac6ce0809e902f530f3d33a6bc031871,7,2,49.0,49.0,9.0,9.0
917bccba,arc1,eval,e32a39ad7d54d4d919920f669386809b04406922,3,1,144.0,144.0,144.0,144.0
929ab4e9,arc1,eval,022d4d4a2324025234d8a9fc786e2a26d0b6f61a,4,1,576.0,576.0,576.0,576.0
92e50de0,arc1,eval,ede729510ffbb947a777b94313f4e77cd79cb7ba,3,1,681.0,841.0,681.0,841.0
9356391f,arc1,eval,6165024fffb8174cc6a46146ab9897aeb12d88cd,2,1,256.0,256.0,256.0,256.0
93b4f4b3,arc1,eval,4ea03cb96df7336e40e0273d09a89f4b952c4951,2,1,148.66666666666666,170.0,74.33333333333333,85.0
93c31fbe,arc1,eval,2b9e59e77f7c8ad2e27c3e52af8c7b6e43bd4f42,3,1,557.25,728.0,557.25,728.0
94133066,arc1,eval,f4292790a61d96bb341c0cb01b3e8dfbf09d530b,3,1,504.75,570.0,105.25,130.0
94414823,arc1,eval,0c8e54f55c928a9467663497271b4514164951fd,3,1,100.0,100.0,100.0,100.0
94be5b80,arc1,eval,59e34bfb4453878cd4ad493d03c05c29896837c7,2,1,247.66666666666666,270.0,247.66666666666666,270.0
95a58926,arc1,eval,19a54be4411a1f0cbbefc6b696e0f5dc58e8b5b6,3,1,425.5,594.0,425.5,594.0
963f59bc,arc1,eval,db02c9b0d35d1f3e890904f5be977b23b8e21c76,4,1,160.6,224.0,160.6,224.0
96a8c0cd,arc1,eval,5be1efc015c93dea48e875554f2fd4ab31ae15ce,4,1,283.2,377.0,283.2,377.0
97239e3d,arc1,eval,f53e1859761258b6d5c521238df8227ddd8b5ef2,3,1,289.0,289.0,289.0,289.0
9772c176,arc1,eval,73536766e5fbe0e884260cf87c327ac9f843a548,2,1,538.6666666666666,754.0,538.6666666666666,754.0
981571dc,arc1,eval,aeff8c6b6fdfa5829b6a0e6fd43fbfd6b21812a8,4,1,900.0,900.0,900.0,900.0
992798f6,arc1,eval,e1127fbe198a3cfccffeaa88011d7871be4208e9,4,1,217.6,256.0,217.6,256.0
99306f82,arc1,eval,f34e31e39390d8f971ba5d86c24e93929b6df47b,3,1,237.5,400.0,237.5,400.0
9a4bb226,arc1,eval,4ff597da755238491d31abb1702a6656d2eeab5a,3,1,225.0,225.0,9.0,9.0
9b2a60aa,arc1,eval,caf159e56e132031305a1741cdcc3f0791ff99f7,3,1,344.25,391.0,344.25,391.0
9b365c51,arc1,eval,43cebf1ccdc2ebf1cfd74fa1416c4c768d3ff3ec,3,1,143.0,196.0,143.0,196.0
9b4c17c4,arc1,eval,53bb9052de77ad85b80c35f194b73ab206f295ef,4,2,143.16666666666666,225.0,143.16666666666666,225.0
9bebae7a,arc1,eval,fec6726ce00899e56d497c651807c16d3229a917,5,1,110.83333333333333,143.0,110.83333333333333,143.0
9c1e755f,arc1,eval,896e531b9f95256bae73fdf492fcf9ff5aceb5f3,4,1,100.0,100.0,100.0,100.0
9c56f360,arc1,eval,d39698a5459a9ccc455487edfb72cd6b15d4db09,3,1,62.75,81.0,62.75,81.0
9caba7c3,arc1,eval,50938f08caecbc5cda285cdf5e8ea64c7cf0bfbf,3,1,361.0,361.0,361.0,361.0
9ddd00f0,arc1,eval,4fc94e814d835840edcbe70693848b77103d240e,2,1,169.0,361.0,169.0,361.0
9def23fe,arc1,eval,646740b48b6fbc2ffce9cf9bde4ad94d66995e8d,3,1,391.25,525.0,391.25,525.0
9f27f097,arc1,eval,49f1fdc06f37f5d451db0441771789fd930c6378,3,1,144.0,144.0,144.0,144.0
a04b2602,arc1,eval,13bb3beec6771003c7f4312f0691b097f2f517bc,3,1,350.5,432.0,350.5,432.0
a096bf4d,arc1,eval,020eb20051220ba14abb520ec8aaf12d590c5c7f,3,1,479.75,676.0,479.75,676.0
a3f84088,arc1,eval,06034e99451bd042a491ab55f6ba3741ceef1252,4,1,344.4,900.0,344.4,900.0
a406ac07,arc1,eval,f1739889cc7987f0f64a1a4fdb10a01180200dab,3,1,100.0,100.0,100.0,100.0
a57f2f04,arc1,eval,f33deec1b7864130f98cbbfde42f618ec2e2a370,3,1,440.0,572.0,440.0,572.0
a59b95c0,arc1,eval,02615d19f581ddc2877857ef699a94d571756dc2,5,1,9.0,9.0,87.0,144.0
a680ac02,arc1,eval,8e372868e845968bf17b8634c1351a09014f654c,3,1,408.0,528.0,40.0,48.0
a8610ef7,arc1,eval,f19181aac1998b8340291ecc9b9bec505d341856,4,1,36.0,36.0,36.0,36.0
a934301b,arc1,eval,ca01106db63999455db0aa31b7b1067d01d040ea,3,1,185.75,196.0,185.75,196.0
aa18de87,arc1,eval,7891e4e28403c07b5e8385fa6d342f400a4d8f02,4,1,38.4,60.0,38.4,60.0
aa300dc3,arc1,eval,ac769df2dc432e3bb898bb63df578d7ee786a3d2,4,1,100.0,100.0,100.0,100.0
aa4ec2a5,arc1,eval,4b4adec5bc08f0d1cfb61a4d458969d74a3fe985,3,1,555.25,702.0,555.25,702.0
aab50785,arc1,eval,4788585fc173f54d90533e95200528ac020b2ba2,5,1,198.0,255.0,19.0,32.0
ac0c5833,arc1,eval,6a9fb09dd78b04e1a90d7c9459aac6f8736dfa88,3,1,732.5,900.0,732.5,900.0
ac2e8ecf,arc1,eval,155a775a6553daa62fa1639ad049df3367760d9d,3,1,222.25,272.0,222.25,272.0
ac3e2b04,arc1,eval,1cd64affd6323c29eccc85db7f6ae3ed6b699189,4,1,187.2,288.0,187.2,288.0
ac605cbb,arc1,eval,49ec1468608e19bfdefa612d1e1128f269c05367,6,1,106.28571428571429,121.0,106.28571428571429,121.0
ad7e01d0,arc1,eval,bfff350a30a7bfc29e598594d8e3af7ef273e265,4,1,15.0,25.0,259.8,625.0
ae58858e,arc1,eval,c287fba1692284d435ed7e14a154c6e9db6854c2,4,1,74.8,120.0,74.8,120.0
aee291af,arc1,eval,0237194e9ca2d25cac2b2b005627e98d9f8ee719,3,1,290.0,324.0,20.5,25.0
af22c60d,arc1,eval,88e5ff9be71f1747010385c4a8be515ff9b4f8e9,4,1,900.0,900.0,900.0,900.0
af24b4cc,arc1,eval,1b2df1f08f189017489f09868b8152b1f2f26565,3,1,90.0,90.0,20.0,20.0
b0722778,arc1,eval,9fe09c2e1c2bc49b3f3561967c63578541263aac,2,1,81.0,99.0,18.0,22.0
b0f4d537,arc1,eval,72376c394d730ecd1cf427f1a200921a9720291a,4,1,126.0,180.0,67.2,84.0
b15fca0b,arc1,eval,2181f8d0508cd245254f547b5832c78190eb2cdb,5,1,53.666666666666664,100.0,53.666666666666664,100.0
b1fc8b8e,arc1,eval,04410217d6be2661b22c1b2d466542a6917dbd04,5,2,36.0,36.0,25.0,25.0
b20f7c8b,arc1,eval,4cf3fd0531acf155ebec34c901c7ed5e9b0e86ef,3,1,396.0,396.0,396.0,396.0
b457fec5,arc1,eval,42078e0929f56b949279e797b0dbdb635ae42c58,3,1,404.0,621.0,404.0,621.0
b4a43f3b,arc1,eval,49889835694c9a2ddc6a0529a42c240b83fd3c08,4,1,78.0,78.0,324.0,324.0
b7999b51,arc1,eval,48fb2defb23e8cce87edae0235161baf32e190bc,3,1,214.5,342.0,17.75,30.0
b7cb93ac,arc1,eval,eb53f2b7f0af0668a2992f0c0a47a971db4c61ef,3,1,115.0,130.0,12.0,12.0
b7f8a4d8,arc1,eval,11400991a3ae9c4d8349e72aa592e97c4e6955e3,3,1,748.5,900.0,748.5,900.0
b7fb29bc,arc1,eval,d396ece0f342943ffdfb9ad9d651cf3c00875dc4,3,1,225.0,225.0,225.0,225.0
b942fd60,arc1,eval,9c03fae396dd58bfdf9e00ac98a7ae6df1cb997a,6,1,76.57142857142857,144.0,76.57142857142857,144.0
b9630600,arc1,eval,ea4bbd7b6156d42774d8f8dc1d9dec129ae28009,3,1,900.0,900.0,900.0,900.0
ba9d41b8,arc1,eval,30a046fb6927817b59cfac8f94264227f63f99b1,3,1,267.0,361.0,267.0,361.0
baf41dbf,arc1,eval,047142f9c7cfa72b34764ca8d087500eed859fda,3,1,199.5,272.0,199.5,272.0
bb52a14b,arc1,eval,4359c620834a5273836fa163322b02b34ba94d34,3,1,484.0,484.0,484.0,484.0
bbb1b8b6,arc1,eval,09e8a163b7010f489935eed0fd0ec545da3e8e0f,7,2,36.0,36.0,16.0,16.0
bc4146bd,arc1,eval,581497bfddb26ebc7228e11389cbb05a7d9c967f,4,1,16.0,16.0,80.0,80.0
bcb3040b,arc1,eval,746b1d5520ddbbecf2cdeb1acd733c3c373fbad7,3,1,206.0,324.0,206.0,324.0
bd14c3bf,arc1,eval,e46295e9afe7d62f10d5b59467fb9c92569af5f5,3,1,308.5,361.0,308.5,361.0
