task_id,source_bytes,total_lines,nonblank_lines,comment_lines,token_count,ast_node_count,function_count,call_count_static,comprehension_count,branch_node_count,return_count,name_load_count,constant_count,assignment_node_count,cyclomatic_complexity,max_nesting_depth,max_line_length,mean_line_length,gzip_bytes,halstead_distinct_operators,halstead_distinct_operands,halstead_total_operators,halstead_total_operands,halstead_vocabulary,halstead_length,halstead_volume,halstead_difficulty,halstead_effort,dynamic_status,input_cells_total,output_cells_total,elapsed_ms_total,elapsed_ms_per_test,opcode_count_dynamic,branch_opcode_count_dynamic,python_call_count_dynamic,peak_memory_bytes,current_memory_bytes,opcode_per_input_cell,elapsed_ms_per_input_cell,branch_opcode_per_input_cell,python_calls_per_input_cell,distinct_function_count_dynamic,expanded_source_bytes,expanded_function_inventory_count,expanded_constant_count,expanded_function_inventory,expanded_constant_inventory,complexity_pc1_score,log1p_opcode_count_dynamic,log1p_branch_opcode_count_dynamic,log1p_python_call_count_dynamic,log1p_elapsed_ms_total,log1p_elapsed_ms_per_test,log1p_peak_memory_bytes,log1p_ast_node_count,log1p_cyclomatic_complexity
8e5a5113,2020,90,76,1,587,514,10,30,8,2,10,146,27,16,13,2,87,21.444444,777,19.0,79.0,254.0,217.0,98.0,471.0,3115.528336578263,26.09493670886076,81299.51475767202,ok,132,132,7.864,7.864,6876,1344,424,13866,8282,52.09090909090909,0.059575757575757574,10.181818181818182,3.212121212121212,14,2020,9,4,merge|astuple|apply|papply|mpapply|crop|rot90|rot180|paint,FOUR|EIGHT|ORIGIN|THREE_BY_THREE,-3.9984822002517597,8.835937789319836,7.20414929203594,6.052089168924417,2.1819981300049283,2.1819981300049283,9.537267195753865,6.244166900663736,2.6390573296152584
8eb1be9a,4804,188,167,1,1346,1205,17,76,11,23,28,347,50,32,44,5,103,24.553191,1550,29.0,145.0,593.0,487.0,174.0,1080.0,8038.378975516626,48.699999999999996,391469.05610765965,ok,587,587,124.8328,124.8328,75905,16574,2266,36960,18400,129.3100511073254,0.21266235093696764,28.235093696763204,3.8603066439523,24,4804,16,4,add|merge|first|interval|rbind|lbind|apply|mapply|mostcolor|height|asindices|toindices|objects|uppermost|lowermost|paint,T|ONE|FOUR|NEG_TWO,1.6325804105613158,11.237251011642725,9.715650815054063,7.726212650507529,4.834954041601391,4.834954041601391,10.517618581666662,7.095064377287131,3.8066624897703196
8efcae92,4567,179,157,1,1241,1100,19,73,11,19,28,307,55,21,39,5,103,24.513966,1460,29.0,127.0,549.0,443.0,156.0,992.0,7227.11900111135,50.57874015748032,365538.5740443997,ok,1600,286,736.2095,736.2095,417074,83283,8883,121164,27532,260.67125,0.4601309375,52.051875,5.551875,24,4567,18,3,add|argmax|compose|mostcolor|height|width|shape|colorfilter|asindices|ulcorner|crop|toindices|objects|uppermost|lowermost|leftmost|rightmost|subgrid,F|T|ONE,2.664885548777868,12.941021340723875,11.330011732875084,9.092007185014317,6.602872112310575,6.602872112310575,11.704908532034814,7.00397413672268,3.6888794541139363
8f2ea7aa,6273,239,213,1,1742,1609,22,104,16,31,35,466,62,42,56,5,103,25.246862,1862,28.0,152.0,783.0,620.0,180.0,1403.0,10511.069894150534,57.10526315789473,600237.412376491,ok,324,324,49.9222,49.9222,28654,6021,910,28412,16892,88.43827160493827,0.15408086419753086,18.583333333333332,2.808641975308642,22,6273,21,4,add|merge|mostcolor|height|width|shape|asindices|ulcorner|crop|toindices|shift|objects|uppermost|lowermost|leftmost|rightmost|upscale|hconcat|vconcat|subgrid|cellwise,F|T|ZERO|THREE,1.8105311325454332,10.263083226985838,8.70317470904168,6.814542897259958,3.9302989777833894,3.9302989777833894,10.254602065894211,7.383989457978509,4.04305126783455
90c28cc7,4869,193,170,1,1373,1241,21,81,13,20,31,336,65,24,43,5,103,24.227979,1499,29.0,129.0,619.0,485.0,158.0,1104.0,8063.373945987521,54.515503875968996,439578.89360587014,ok,1764,28,592.4786,592.4786,336554,73536,12612,127792,11088,190.79024943310657,0.33587222222222224,41.68707482993197,7.149659863945578,21,4869,20,2,add|dedupe|first|mostcolor|height|width|shape|asindices|ulcorner|crop|toindices|objects|uppermost|lowermost|leftmost|rightmost|rot90|rot270|subgrid|index,F|T,2.652780640461291,12.726516861961988,11.205543959897515,9.442483307087192,6.386001156112364,6.386001156112364,11.75816704634253,7.124478262493424,3.784189633918261
90f3ed37,6209,244,217,1,1736,1554,23,102,14,24,34,457,55,42,49,5,103,24.446721,1907,29.0,171.0,767.0,633.0,200.0,1400.0,10701.398665684614,53.675438596491226,574402.2669765276,ok,600,600,142.7811,142.7811,81637,17310,2526,32600,16272,136.06166666666667,0.23796850000000003,28.85,4.21,32,6209,22,4,add|order|merge|first|remove|interval|compose|chain|rbind|lbind|fork|apply|mapply|mostcolor|asindices|toindices|shift|normalize|objects|uppermost|leftmost|underfill,T|ONE|TWO|NEG_ONE,2.484497916915222,11.310050118828507,9.75909741657673,7.834788107388194,4.968292004103731,4.968292004103731,10.392098241730961,7.349230824613334,3.912023005428146
913fb3ed,2361,110,93,1,658,544,11,37,4,4,13,164,21,22,11,2,61,20.463636,930,23.0,99.0,270.0,244.0,122.0,514.0,3562.398991507324,28.343434343434343,100970.62192090455,ok,728,728,47.403,47.403,28393,8639,752,30868,22332,39.00137362637363,0.06511401098901098,11.866758241758241,1.032967032967033,21,2361,10,6,merge|initset|insert|astuple|chain|lbind|fork|apply|mapply|paint,ONE|TWO|THREE|FOUR|SIX|EIGHT,-2.2492953862730922,10.25393313422352,9.064157861798101,6.6240652277998935,3.8795617952727643,3.8795617952727643,10.337507723061567,6.300785794663244,2.4849066497880004
91413438,6454,250,223,1,1918,1775,22,101,15,27,37,502,83,44,58,5,103,24.816,1901,31.0,167.0,868.0,702.0,198.0,1570.0,11978.089893524986,65.15568862275448,780440.6953978764,ok,45,1215,104.5267,104.5267,65081,15756,3295,74002,28810,1446.2444444444445,2.3228155555555556,350.1333333333333,73.22222222222223,28,6454,21,5,add|subtract|multiply|merge|first|interval|astuple|compose|rbind|lbind|apply|mapply|mostcolor|colorcount|asindices|crop|objects|paint|hconcat|hsplit|canvas,T|ZERO|ONE|THREE|NINE,3.1396708234837893,11.083403292268272,9.665039989962045,8.100464891029363,4.658964001465357,4.658964001465357,11.211860911905102,7.4821189235521155,4.07753744390572
91714a58,6116,238,212,1,1707,1529,22,100,16,28,36,436,68,39,55,5,103,24.697479,1784,29.0,162.0,753.0,616.0,191.0,1369.0,10373.50006558094,55.135802469135804,571951.250529438,ok,1024,1024,1125.1716,1125.1716,748783,127598,34395,93526,40022,731.2333984375,1.098800390625,124.607421875,33.5888671875,26,6116,21,4,add|argmax|sfilter|compose|chain|rbind|lbind|mostcolor|height|width|shape|asindices|toindices|objects|uppermost|lowermost|leftmost|rightmost|fill|paint|canvas,F|T|ZERO|THREE,4.3124645819983325,13.526205836395864,11.756647812871522,10.445695557530787,7.026579194956821,7.026579194956821,11.446005443644207,7.333023014386481,4.02535169073515
9172f3a0,2145,75,68,1,626,587,6,40,5,14,15,167,19,11,23,4,83,27.6,723,20.0,63.0,294.0,213.0,83.0,507.0,3232.144991692891,33.80952380952381,109277.28305247394,ok,27,243,2.2723,2.2723,1550,339,150,9036,7500,57.407407407407405,0.08415925925925925,12.555555555555555,5.555555555555555,3,2145,5,1,add|ulcorner|toindices|shift|upscale,THREE,-3.9303241675867597,7.346655163176539,5.8289456176102075,5.017279836814924,1.1854931015790655,1.1854931015790655,9.109082539901955,6.376726947898627,3.1780538303479458
928ad970,3600,139,121,1,1032,952,17,67,16,9,23,268,47,17,30,2,103,24.899281,1137,24.0,101.0,462.0,379.0,125.0,841.0,5858.224583400815,45.02970297029702,263794.11292383075,ok,786,786,34.1467,34.1467,18886,5601,518,29116,22012,24.02798982188295,0.04344363867684479,7.125954198473282,0.6590330788804071,18,3600,16,1,leastcolor|height|width|shape|ofcolor|ulcorner|crop|toindices|uppermost|lowermost|leftmost|rightmost|fill|subgrid|trim|inbox,FIVE,-0.7312102909675265,9.846229133695847,8.630878955820053,6.251903883165888,3.5595307304923147,3.5595307304923147,10.279077475025472,6.859614903654202,3.4339872044851463
93b581b8,7031,259,232,1,2062,1975,22,134,23,36,36,576,65,53,71,5,103,26.146718,1970,28.0,166.0,957.0,734.0,194.0,1691.0,12851.452616138433,61.903614457831324,795551.3679725213,ok,144,144,93.2626,93.2626,52210,11591,2608,33790,11806,362.56944444444446,0.6476569444444444,80.49305555555556,18.11111111111111,25,7031,21,5,add|combine|merge|first|astuple|apply|mapply|mostcolor|asindices|ulcorner|lrcorner|toindices|shift|objects|vmirror|dmirror|cmirror|fill|paint|underpaint|upscale,F|T|ZERO|THREE|NEG_TWO,2.808186480117381,10.863048479640058,9.358070484000518,7.866722285136729,4.546084504395462,4.546084504395462,10.427949773825027,7.588829878307813,4.276666119016055
941d9a10,5329,217,189,1,1501,1353,20,88,13,24,31,387,66,40,47,5,103,23.557604,1693,29.0,154.0,657.0,545.0,183.0,1202.0,9033.871205617419,51.314935064935064,463572.5143012445,ok,400,400,197.6664,197.6664,110367,20793,1868,44048,12400,275.9175,0.49416600000000005,51.9825,4.67,19,5329,19,8,add|decrement|astuple|compose|lbind|apply|mostcolor|height|width|shape|colorfilter|asindices|toindices|objects|uppermost|lowermost|leftmost|rightmost|fill,F|T|ZERO|ONE|TWO|THREE|FIVE|ORIGIN,2.236916588353668,11.611575515736568,9.942419762537915,7.533158807455563,5.29162703611446,5.29162703611446,10.693057929631047,7.21081845347222,3.871201010907891
94f9d214,1924,85,73,1,546,480,9,31,6,5,12,136,25,14,15,3,95,21.635294,774,23.0,71.0,230.0,199.0,94.0,429.0,2811.9186173697067,32.232394366197184,90634.8698007123,ok,160,80,7.4559,7.4559,4591,1065,309,13144,9600,28.69375,0.046599375,6.65625,1.93125,10,1924,8,3,intersection|astuple|ofcolor|toindices|fill|canvas|tophalf|bottomhalf,ZERO|TWO|FOUR,-3.952264481604698,8.432070937999402,6.97166860472579,5.736572297479192,2.1348644225755877,2.1348644225755877,9.483796737163981,6.175867270105761,2.772588722239781
952a094c,8213,310,274,1,2483,2360,30,164,26,29,44,675,98,61,67,5,103,25.493548,2282,30.0,200.0,1157.0,904.0,230.0,2061.0,16169.554994996357,67.8,1096295.8286607529,ok,400,400,107.7919,107.7919,68495,16122,2976,34396,18172,171.2375,0.26947975,40.305,7.44,35,8213,29,6,add|double|first|astuple|compose|lbind|fork|mostcolor|asindices|ulcorner|urcorner|llcorner|lrcorner|toindices|shift|objects|uppermost|lowermost|leftmost|rightmost|toobject|vmirror|dmirror|cmirror|fill|paint|cover|move|inbox,F|T|TWO|NEG_TWO|NEG_UNITY|TWO_BY_TWO,3.496104194412422,11.134530628384727,9.68800210296374,7.998671361015776,4.689436883121001,4.689436883121001,10.445724630256212,7.766840537085513,4.219507705176107
9565186b,4313,166,147,1,1196,1086,16,70,13,22,26,304,54,24,44,5,103,24.981928,1364,28.0,120.0,532.0,426.0,148.0,958.0,6906.656324272534,49.699999999999996,343260.8193163449,ok,45,45,26.5894,26.5894,14001,2523,278,10300,6172,311.1333333333333,0.5908755555555556,56.06666666666667,6.177777777777778,12,4313,15,3,add|argmax|mostcolor|height|width|shape|asindices|toindices|objects|uppermost|lowermost|leftmost|rightmost|paint|canvas,F|T|FIVE,-0.29256929058900866,9.546955455537143,7.8336002236611035,5.631211781821365,3.3174316409829387,3.3174316409829387,9.239996256883693,6.99117688712121,3.8066624897703196
95990924,3637,141,122,1,1088,1049,9,63,10,19,16,306,47,40,38,5,103,24.794326,1313,28.0,124.0,497.0,400.0,152.0,897.0,6501.390979558896,45.16129032258064,293611.20552846626,ok,650,650,68.2238,68.2238,46559,10181,1770,30640,17128,71.62923076923077,0.10495969230769231,15.663076923076924,2.723076923076923,15,3637,8,10,add|apply|mostcolor|asindices|toindices|shift|objects|fill,F|T|ONE|TWO|THREE|FOUR|UNITY|NEG_UNITY|UP_RIGHT|DOWN_LEFT,0.39955175219297323,10.74849708240532,9.228376734462282,7.479299637782834,4.237344734128878,4.237344734128878,10.330094260397669,6.956545443151569,3.6635616461296463
963e52fc,4543,185,162,1,1325,1194,22,80,14,15,34,325,65,22,36,3,87,23.556757,1403,24.0,127.0,600.0,468.0,151.0,1068.0,7730.616261599184,44.22047244094488,341851.50334756705,ok,150,300,49.3835,49.3835,35311,7324,3072,26062,12262,235.40666666666667,0.3292233333333333,48.82666666666667,20.48,23,4543,21,1,divide|double|repeat|merge|increment|astuple|height|width|ulcorner|crop|toindices|shift|normalize|uppermost|lowermost|leftmost|rightmost|asobject|rot90|rot270|hperiod,ORIGIN,0.7360661005496582,10.471978128496518,8.899048433885268,8.030409562130485,3.919663740524099,3.919663740524099,10.168271963009412,7.085901464365611,3.6109179126442243
97999447,4856,191,169,1,1389,1269,16,80,12,21,23,376,50,40,45,5,103,24.424084,1616,29.0,155.0,615.0,513.0,184.0,1128.0,8486.577886432311,47.99032258064516,407273.61037565646,ok,328,328,77.0188,77.0188,49104,11370,2814,38108,14500,149.70731707317074,0.23481341463414634,34.66463414634146,8.579268292682928,33,4856,15,6,add|merge|interval|compose|rbind|fork|apply|mapply|prapply|mostcolor|asindices|toindices|objects|fill|paint,F|T|ZERO|ONE|FIVE|RIGHT,1.4356654799346042,10.801716141591875,9.338821533624722,7.942717540573791,4.356949823288604,4.356949823288604,10.54820575369157,7.146772179452637,3.828641396489095
97a05b5b,9078,356,318,1,2539,2306,33,162,20,27,47,719,77,83,61,5,103,24.5,2634,29.0,255.0,1114.0,953.0,284.0,2067.0,16845.527296016175,54.19019607843137,912862.4272156843,ok,1133,394,3319.5025,3319.5025,2082097,343319,117868,137172,56316,1837.684907325684,2.929834510150044,303.01765225066197,104.03177405119153,59,9078,32,5,add|combine|merge|argmax|sfilter|astuple|product|compose|chain|matcher|rbind|lbind|fork|apply|mapply|mostcolor|height|width|shape|asindices|ulcorner|crop|toindices|objects|uppermost|lowermost|leftmost|rightmost|palette|paint|subgrid|switch,F|T|ZERO|ONE|TWO,6.397837697303243,14.548886597174167,12.746418235832156,11.67732911726166,8.107871405879145,8.107871405879145,11.828998181904723,7.7437032581737535,4.127134385045092
98cf29f8,9009,358,316,1,2532,2327,35,153,23,31,48,679,98,63,72,5,103,24.164804,2579,33.0,221.0,1114.0,934.0,254.0,2048.0,16360.826238509395,69.73303167420815,1140890.0143061914,ok,961,961,584.019,584.019,395630,75130,27345,46564,28612,411.6857440166493,0.6077200832466181,78.1789802289282,28.454734651404788,44,9009,34,7,add|difference|initset|sfilter|extract|first|remove|other|compose|chain|matcher|rbind|fork|mostcolor|height|width|asindices|toindices|shift|objects|uppermost|lowermost|leftmost|rightmost|vmatching|manhattan|adjacent|toobject|fill|paint|center|cover|move|gravitate,F|T|ZERO|DOWN|RIGHT|UP|LEFT,5.080076914139307,12.888237237642354,11.226988535536838,10.216325544869028,6.3716443253369155,6.3716443253369155,10.748604464955758,7.752764808851328,4.290459441148391
995c5fa3,3173,142,123,1,923,809,13,53,5,5,16,245,34,36,12,3,87,21.34507,1135,23.0,115.0,392.0,349.0,138.0,741.0,5267.416622472623,34.9,183832.84012429454,ok,280,45,34.8601,34.8601,23100,4545,1310,24200,15288,82.5,0.12450035714285715,16.232142857142858,4.678571428571429,23,3173,12,6,merge|astuple|compose|chain|matcher|rbind|power|fork|apply|crop|hupscale|hsplit,ZERO|ONE|TWO|THREE|DOWN|UNITY,-1.5855193690241012,10.047631185616188,8.422003004412488,7.1785454837637,3.579625256795519,3.579625256795519,10.094149233605084,6.697034247666484,2.5649493574615367
99b1bc43,3275,142,123,1,896,774,17,57,11,9,24,218,39,15,25,3,95,22.06338,1022,25.0,95.0,378.0,320.0,120.0,698.0,4821.009635734746,42.10526315789473,202989.87939935768,ok,180,80,9.9397,9.9397,6081,1444,368,15310,10078,33.78333333333333,0.05522055555555556,8.022222222222222,2.0444444444444443,14,3275,16,2,combine|intersection|difference|height|width|shape|ofcolor|toindices|uppermost|lowermost|leftmost|rightmost|fill|canvas|tophalf|bottomhalf,ZERO|THREE,-1.979740043511536,8.71308886823731,7.275864600546533,5.910796644040527,2.3923983743143635,2.3923983743143635,9.636326803305096,6.652863029353347,3.258096538021482
99fa7670,6982,281,248,1,1935,1730,28,119,17,26,39,511,69,50,55,5,103,23.846975,2048,29.0,191.0,845.0,705.0,220.0,1550.0,12061.107555963223,53.52094240837697,645521.8428839479,ok,172,172,111.5871,111.5871,67071,14828,3346,34198,14406,389.94767441860466,0.6487622093023256,86.20930232558139,19.453488372093023,37,6982,27,5,add|order|merge|initset|first|insert|remove|pair|compose|rbind|fork|apply|mapply|mostcolor|height|width|shape|asindices|toindices|recolor|objects|uppermost|lowermost|leftmost|rightmost|paint|underpaint,F|T|ZERO|RIGHT|DOWN_LEFT,2.800095247831927,11.11352194824066,9.60434000197507,8.115819701211327,4.723727144311278,4.723727144311278,10.439951682857124,7.456454555176209,4.02535169073515
9aec4887,8300,326,288,1,2293,2049,33,141,21,28,49,602,81,52,64,5,103,24.460123,2360,29.0,210.0,1012.0,835.0,239.0,1847.0,14592.900994340444,57.654761904761905,841350.2323284615,ok,945,146,364.618,364.618,220385,41958,10032,39150,19990,233.2116402116402,0.3858391534391534,44.4,10.615873015873015,43,8300,32,5,add|merge|first|remove|other|compose|chain|rbind|lbind|fork|apply|mapply|mostcolor|height|width|shape|colorfilter|asindices|ofcolor|ulcorner|crop|toindices|shift|normalize|objects|uppermost|lowermost|leftmost|rightmost|palette|paint|subgrid,F|T|ZERO|EIGHT|UNITY,4.045896360085392,12.303135833372217,10.644448230005079,9.213634938925614,5.901589072503702,5.901589072503702,10.575181243876902,7.6255950721324535,4.174387269895637
9af7a82c,5732,217,193,1,1649,1487,20,104,13,24,34,428,55,36,46,5,103,25.414747,1725,29.0,163.0,755.0,591.0,192.0,1346.0,10209.359525970676,52.57361963190184,536742.984403716,ok,61,107,39.968,39.968,25634,3964,1192,27326,19798,420.2295081967213,0.6552131147540984,64.98360655737704,19.540983606557376,22,5732,19,4,add|order|merge|valmax|compose|chain|rbind|lbind|fork|apply|mostcolor|asindices|ulcorner|lrcorner|toindices|objects|vmirror|dmirror|cmirror,F|T|ZERO|ONE,1.3687934213514523,10.1517138842178,8.285261134068948,7.084226422097916,3.7127912741602493,3.7127912741602493,10.21563050341292,7.305188215393037,3.8501476017100584
9d9215db,6820,277,245,1,1936,1716,29,130,21,14,38,520,55,54,44,2,103,23.620939,2005,25.0,201.0,860.0,709.0,226.0,1569.0,12269.860792029429,44.092039800995025,541003.19039483,ok,1444,1444,348.6942,348.6942,213297,48178,17358,255842,211010,147.71260387811634,0.2414779778393352,33.36426592797784,12.020775623268698,49,6820,28,3,combine|merge|argmax|initset|tojvec|insert|compose|chain|rbind|lbind|fork|apply|mapply|papply|mostcolor|sizefilter|ulcorner|lrcorner|toindices|partition|palette|rot90|rot180|rot270|vmirror|fill|paint|cover,FOUR|NEG_TWO|ZERO_BY_TWO,3.5363656725172614,12.27044552795041,10.782678520453256,9.761866382868549,5.857059058286948,5.857059058286948,12.45231925407783,7.448333860897476,3.8066624897703196
9dfd6313,892,33,29,1,261,240,4,20,3,4,8,67,6,2,8,2,76,26.030303,415,17.0,39.0,120.0,90.0,56.0,210.0,1219.5445336320968,19.615384615384613,23921.835082783433,ok,86,86,0.2286,0.2286,66,4,8,5694,4710,0.7674418604651163,0.002658139534883721,0.046511627906976744,0.09302325581395349,2,892,3,0,ulcorner|toindices|dmirror,,-8.92030596850119,4.204692619390966,1.6094379124341003,2.1972245773362196,0.20587530974768997,0.20587530974768997,8.647343875881283,5.484796933490655,2.1972245773362196
9ecd008a,2873,115,99,1,777,669,15,53,10,8,23,183,34,5,21,2,95,23.982609,861,17.0,72.0,343.0,271.0,89.0,614.0,3976.100326613368,31.993055555555554,127207.59864380407,ok,1024,36,16.6482,16.6482,12025,3792,356,17928,15384,11.7431640625,0.0162580078125,3.703125,0.34765625,15,2873,14,1,height|width|shape|ofcolor|ulcorner|lrcorner|crop|toindices|uppermost|lowermost|leftmost|rightmost|vmirror|subgrid,ZERO,-2.3827293930558757,9.394826251599515,8.2409125416889,5.877735781779639,2.870633795175853,2.870633795175853,9.794174792595427,6.507277712385012,3.091042453358316
9f236235,4336,154,139,1,1313,1271,13,89,14,24,22,365,45,32,50,5,109,27.155844,1415,30.0,117.0,622.0,469.0,147.0,1091.0,7854.8425282164735,60.128205128205124,472297.58278634946,ok,1372,57,727.5394,727.5394,398950,82223,10331,130106,30594,290.7798833819242,0.5302765306122449,59.92930029154519,7.529883381924198,14,4336,12,2,add|valmin|mostcolor|asindices|ulcorner|lrcorner|toindices|objects|vmirror|dmirror|downscale|compress,F|T,2.630189381492957,12.896593881313057,11.317202509232011,9.243001154215731,6.591041707906487,6.591041707906487,11.776112467818738,7.148345743900068,3.9318256327243257
a1570a43,3196,125,110,1,966,901,13,58,11,13,20,261,37,18,33,3,103,24.568,1027,22.0,94.0,437.0,354.0,116.0,791.0,5424.6629671459095,41.42553191489362,224719.54887304438,ok,372,372,23.7317,23.7317,17804,5172,572,17800,12328,47.86021505376344,0.06379489247311829,13.903225806451612,1.5376344086021505,14,3196,12,2,subtract|increment|mostcolor|ofcolor|ulcorner|toindices|recolor|shift|fill|paint|cover|move,TWO|THREE,-1.005980879893982,9.787234595711878,8.551208070003515,6.35088571671474,3.2080858215887886,3.2080858215887886,9.787009914477434,6.804614520062624,3.5263605246161616
a2fd1cf0,3108,129,114,1,943,896,12,65,12,10,18,280,26,34,27,5,103,23.093023,1078,22.0,109.0,413.0,357.0,131.0,770.0,5415.735711183836,36.02752293577982,195115.5425487975,ok,721,721,27.5372,27.5372,21655,7334,345,26144,19768,30.034674063800278,0.038193065187239944,10.171983356449376,0.478502080443828,13,3108,11,3,combine|maximum|minimum|astuple|mostcolor|ofcolor|toindices|uppermost|leftmost|underfill|connect,TWO|THREE|EIGHT,-0.6847198300550165,9.983037831294137,8.900412690577083,5.846438775057725,3.351208499317083,3.351208499317083,10.171413246622231,6.799055862058796,3.332204510175204
a3325580,4313,163,145,1,1210,1103,15,71,10,19,24,320,41,28,39,5,103,25.460123,1494,29.0,141.0,544.0,439.0,170.0,983.0,7283.4312902233605,45.14539007092199,328813.34665189224,ok,700,68,88.7392,88.7392,53145,11564,1369,23216,9772,75.92142857142858,0.1267702857142857,16.52,1.9557142857142857,20,4313,14,3,add|order|merge|valmax|astuple|rbind|apply|mostcolor|sizefilter|asindices|ulcorner|toindices|objects|dmirror,F|T|ONE,0.6720971404057253,10.880798122236229,9.355738574665539,7.222566018822171,4.496907685865802,4.496907685865802,10.052640047938569,7.00669522683704,3.6888794541139363
a3df8b1e,7271,277,245,1,2159,2037,26,137,19,30,44,579,98,50,63,5,103,25.249097,2078,29.0,168.0,994.0,782.0,197.0,1776.0,13536.764031354525,67.49404761904762,913650.9961400534,ok,140,140,55.6333,55.6333,35212,7723,1314,25922,9874,251.5142857142857,0.39738071428571425,55.16428571428571,9.385714285714286,29,7271,25,6,add|subtract|first|mostcolor|height|width|shape|asindices|ofcolor|ulcorner|urcorner|lrcorner|crop|toindices|objects|uppermost|lowermost|leftmost|rightmost|hmirror|fill|vconcat|subgrid|connect|shoot,T|ONE|DOWN|ORIGIN|NEG_UNITY|UP_RIGHT,2.4852330240729024,10.469170611586833,8.952087643548404,7.181591944611865,4.036597151428085,4.036597151428085,10.162885884509508,7.61972421378267,4.1588830833596715
a416b8f3,278,13,11,1,76,56,2,3,1,0,2,16,1,1,2,1,46,20.384615,219,12.0,18.0,28.0,29.0,30.0,57.0,279.69276394968557,9.666666666666668,2703.6967181802943,ok,57,114,0.4046,0.4046,202,36,28,5326,3918,3.543859649122807,0.007098245614035088,0.631578947368421,0.49122807017543857,3,278,1,0,hconcat,,-12.60205451152997,5.313205979041787,3.6109179126442243,3.367295829986474,0.33975256474278304,0.33975256474278304,8.580543506917,4.04305126783455,1.0986122886681098
a48eeaf7,5610,214,191,1,1583,1460,19,98,15,21,26,442,51,46,52,5,103,25.214953,1778,30.0,168.0,703.0,590.0,198.0,1293.0,9864.758109762935,52.67857142857143,519661.3647107261,ok,300,300,152.4827,152.4827,93578,14862,5659,26140,13052,311.9266666666667,0.5082756666666667,49.54,18.863333333333333,40,5610,18,4,add|difference|merge|sfilter|compose|rbind|fork|apply|mapply|mostcolor|colorfilter|asindices|ofcolor|toindices|objects|fill|paint|cover,F|T|TWO|FIVE,2.2450579042812526,11.446561278319084,9.606630182148894,8.641179171197228,5.033587857092664,5.033587857092664,10.171260241993542,7.2868764117507,3.970291913552122
a5313dff,3953,150,133,1,1107,1007,13,62,10,19,20,290,42,27,41,5,103,25.353333,1372,29.0,127.0,494.0,403.0,156.0,897.0,6535.005790319437,46.01181102362205,300687.4514624538,ok,353,353,187.4616,187.4616,97738,19138,2085,40520,13712,276.8781869688385,0.5310526912181304,54.21529745042493,5.906515580736544,20,3953,12,4,add|merge|sfilter|mfilter|compose|rbind|mostcolor|colorfilter|asindices|toindices|objects|fill,F|T|ZERO|ONE,1.1315788594073812,11.490055939546105,9.859483417038073,7.643003635560718,5.238894272607795,5.238894272607795,10.609575637228874,6.915723448631314,3.7376696182833684
a5f85a15,4029,155,138,1,1146,1045,13,65,10,19,20,308,41,30,39,5,103,24.993548,1408,29.0,135.0,510.0,421.0,164.0,931.0,6849.880916299436,45.21851851851852,309741.4670633327,ok,253,253,58.5442,58.5442,35651,7290,963,28974,13006,140.91304347826087,0.2314,28.81422924901186,3.8063241106719365,22,4029,12,4,add|merge|interval|lbind|apply|mapply|papply|mostcolor|asindices|toindices|objects|fill,T|ONE|FOUR|NINE,0.4126569303041774,10.481560525250607,8.89439598980643,6.871091294610546,4.086718893912643,4.086718893912643,10.274188668207952,6.952728644624869,3.6888794541139363
a61ba2ce,3611,141,127,1,1040,943,11,54,5,17,18,274,35,32,30,5,103,24.609929,1257,29.0,120.0,462.0,383.0,149.0,845.0,6100.197399790526,46.27916666666667,282312.0521644724,ok,507,48,57.6175,57.6175,38061,7682,1675,25046,12526,75.07100591715977,0.1136439842209073,15.151873767258383,3.3037475345167655,30,3611,10,3,add|chain|matcher|rbind|lbind|mostcolor|asindices|objects|hconcat|vconcat,F|T|ZERO,-0.21508390242087008,10.546971688076972,8.946765374867635,7.424165281042028,4.071033286812754,4.071033286812754,10.128509338862111,6.8501261661455,3.4339872044851463
a61f2674,3611,144,126,1,1038,958,12,56,10,18,17,279,40,30,37,5,103,24.076389,1270,28.0,117.0,462.0,380.0,145.0,842.0,6045.483453792574,45.47008547008547,274888.6493519359,ok,243,243,45.306,45.306,31728,6938,818,26962,12730,130.5679012345679,0.18644444444444444,28.551440329218106,3.366255144032922,14,3611,11,6,add|combine|argmax|argmin|mostcolor|asindices|toindices|recolor|objects|paint|replace,F|T|ZERO|ONE|TWO|FIVE,-0.04066001546616071,10.364986368165066,8.844912950899548,6.70808408385307,3.8352715423290067,3.8352715423290067,10.202220834799924,6.8658910748834385,3.6375861597263857
a64e4611,4764,194,172,1,1407,1291,15,95,6,11,24,417,39,60,26,3,95,23.556701,1574,21.0,173.0,613.0,542.0,194.0,1155.0,8777.899332726132,32.895953757225435,288757.3705349389,ok,3600,3600,1102428.9145,1102428.9145,753951987,116931171,36866704,1168888,881544,209431.1075,306.2302540277778,32480.880833333333,10240.75111111111,49,4764,14,7,multiply|sfilter|interval|astuple|compose|chain|matcher|rbind|lbind|fork|asindices|ofcolor|toindices|fill,ZERO|ONE|TWO|THREE|SIX|EIGHT|TEN,9.450007852229673,20.44083924755223,18.57709604615701,17.42281939816686,13.913027314667993,13.913027314667993,13.971564282994649,7.163946684342547,3.295836866004329
